STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE
California,Alameda County,1,0,1510271,740573,769698
California,Alameda County,1,1,97652,50259,47393
California,Alameda County,1,2,94546,48145,46401
California,Alameda County,1,3,91070,46403,44667
California,Alameda County,1,4,100394,51445,48949
California,Alameda County,1,5,107049,54515,52534
California,Alameda County,1,6,113597,56185,57412
California,Alameda County,1,7,114607,56256,58351
California,Alameda County,1,8,115275,57062,58213
California,Alameda County,1,9,112216,55959,56257
California,Alameda County,1,10,114111,56168,57943
California,Alameda County,1,11,108506,53431,55075
California,Alameda County,1,12,94648,45580,49068
California,Alameda County,1,13,78854,37509,41345
California,Alameda County,1,14,52663,24568,28095
California,Alameda County,1,15,37774,17060,20714
California,Alameda County,1,16,29185,12617,16568
California,Alameda County,1,17,23391,9144,14247
California,Alameda County,1,18,24733,8267,16466
California,Alameda County,2,0,1510258,740568,769690
California,Alameda County,2,1,97650,50257,47393
California,Alameda County,2,2,94546,48145,46401
California,Alameda County,2,3,91070,46403,44667
California,Alameda County,2,4,100394,51445,48949
California,Alameda County,2,5,107047,54515,52532
California,Alameda County,2,6,113597,56185,57412
California,Alameda County,2,7,114607,56257,58350
California,Alameda County,2,8,115273,57061,58212
California,Alameda County,2,9,112216,55959,56257
California,Alameda County,2,10,114109,56167,57942
California,Alameda County,2,11,108502,53429,55073
California,Alameda County,2,12,94648,45580,49068
California,Alameda County,2,13,78852,37508,41344
California,Alameda County,2,14,52663,24568,28095
California,Alameda County,2,15,37775,17061,20714
California,Alameda County,2,16,29185,12617,16568
California,Alameda County,2,17,23391,9144,14247
California,Alameda County,2,18,24733,8267,16466
California,Alameda County,3,0,1513043,741781,771262
California,Alameda County,3,1,97655,50199,47456
California,Alameda County,3,2,94489,48153,46336
California,Alameda County,3,3,90982,46397,44585
California,Alameda County,3,4,99688,51061,48627
California,Alameda County,3,5,107533,54588,52945
California,Alameda County,3,6,113583,56249,57334
California,Alameda County,3,7,114823,56343,58480
California,Alameda County,3,8,114915,56858,58057
California,Alameda County,3,9,112615,56145,56470
California,Alameda County,3,10,113883,56110,57773
California,Alameda County,3,11,108877,53600,55277
California,Alameda County,3,12,95306,45956,49350
California,Alameda County,3,13,79700,37861,41839
California,Alameda County,3,14,53354,24902,28452
California,Alameda County,3,15,38074,17205,20869
California,Alameda County,3,16,29245,12650,16595
California,Alameda County,3,17,23343,9172,14171
California,Alameda County,3,18,24978,8332,16646
California,Alameda County,4,0,1530998,750148,780850
California,Alameda County,4,1,97781,50118,47663
California,Alameda County,4,2,95086,48564,46522
California,Alameda County,4,3,91096,46531,44565
California,Alameda County,4,4,97330,49765,47565
California,Alameda County,4,5,109976,55349,54627
California,Alameda County,4,6,114834,57104,57730
California,Alameda County,4,7,117143,57521,59622
California,Alameda County,4,8,113929,56335,57594
California,Alameda County,4,9,114489,57023,57466
California,Alameda County,4,10,112975,55784,57191
California,Alameda County,4,11,110396,54269,56127
California,Alameda County,4,12,97843,47351,50492
California,Alameda County,4,13,83640,39562,44078
California,Alameda County,4,14,56104,26291,29813
California,Alameda County,4,15,39327,17700,21627
California,Alameda County,4,16,29806,12915,16891
California,Alameda County,4,17,23207,9240,13967
California,Alameda County,4,18,26036,8726,17310
California,Alameda County,5,0,1554138,760910,793228
California,Alameda County,5,1,97503,49849,47654
California,Alameda County,5,2,96701,49447,47254
California,Alameda County,5,3,91314,46638,44676
California,Alameda County,5,4,96365,49065,47300
California,Alameda County,5,5,110721,55706,55015
California,Alameda County,5,6,117114,58207,58907
California,Alameda County,5,7,121049,59388,61661
California,Alameda County,5,8,114918,56633,58285
California,Alameda County,5,9,116501,57946,58555
California,Alameda County,5,10,111786,55338,56448
California,Alameda County,5,11,111603,54811,56792
California,Alameda County,5,12,100490,48701,51789
California,Alameda County,5,13,84845,40129,44716
California,Alameda County,5,14,61763,28947,32816
California,Alameda County,5,15,40995,18469,22526
California,Alameda County,5,16,30371,13148,17223
California,Alameda County,5,17,23262,9363,13899
California,Alameda County,5,18,26837,9125,17712
California,Alameda County,6,0,1580247,774012,806235
California,Alameda County,6,1,97356,49802,47554
California,Alameda County,6,2,98218,50386,47832
California,Alameda County,6,3,92259,47093,45166
California,Alameda County,6,4,95483,48355,47128
California,Alameda County,6,5,110230,55293,54937
California,Alameda County,6,6,121521,60665,60856
California,Alameda County,6,7,125876,61893,63983
California,Alameda County,6,8,116705,57675,59030
California,Alameda County,6,9,117566,58263,59303
California,Alameda County,6,10,110885,55188,55697
California,Alameda County,6,11,112808,55280,57528
California,Alameda County,6,12,103126,50193,52933
California,Alameda County,6,13,86669,40865,45804
California,Alameda County,6,14,65874,30788,35086
California,Alameda County,6,15,43412,19743,23669
California,Alameda County,6,16,31292,13584,17708
California,Alameda County,6,17,23425,9525,13900
California,Alameda County,6,18,27542,9421,18121
California,Alameda County,7,0,1608674,788148,820526
California,Alameda County,7,1,97822,49996,47826
California,Alameda County,7,2,98701,50605,48096
California,Alameda County,7,3,93605,47576,46029
California,Alameda County,7,4,94534,47750,46784
California,Alameda County,7,5,108802,54637,54165
California,Alameda County,7,6,128016,63979,64037
California,Alameda County,7,7,130381,64118,66263
California,Alameda County,7,8,119678,59466,60212
California,Alameda County,7,9,118209,58467,59742
California,Alameda County,7,10,110697,55264,55433
California,Alameda County,7,11,114043,55864,58179
California,Alameda County,7,12,105108,51221,53887
California,Alameda County,7,13,88840,42065,46775
California,Alameda County,7,14,69879,32591,37288
California,Alameda County,7,15,45799,20901,24898
California,Alameda County,7,16,32497,14231,18266
California,Alameda County,7,17,23825,9717,14108
California,Alameda County,7,18,28238,9700,18538
California,Alameda County,8,0,1634634,801667,832967
California,Alameda County,8,1,98179,50205,47974
California,Alameda County,8,2,99065,50598,48467
California,Alameda County,8,3,94235,48033,46202
California,Alameda County,8,4,94102,47406,46696
California,Alameda County,8,5,105887,53270,52617
California,Alameda County,8,6,134291,67180,67111
California,Alameda County,8,7,134294,66418,67876
California,Alameda County,8,8,124120,61878,62242
California,Alameda County,8,9,117688,58262,59426
California,Alameda County,8,10,112720,56214,56506
California,Alameda County,8,11,113200,55622,57578
California,Alameda County,8,12,106884,52118,54766
California,Alameda County,8,13,91166,43413,47753
California,Alameda County,8,14,73754,34294,39460
California,Alameda County,8,15,48318,22000,26318
California,Alameda County,8,16,33639,14815,18824
California,Alameda County,8,17,24218,9990,14228
California,Alameda County,8,18,28874,9951,18923
California,Alameda County,9,0,1650306,810551,839755
California,Alameda County,9,1,97649,50089,47560
California,Alameda County,9,2,98305,50169,48136
California,Alameda County,9,3,94398,48225,46173
California,Alameda County,9,4,93828,47298,46530
California,Alameda County,9,5,103175,51885,51290
California,Alameda County,9,6,138220,69241,68979
California,Alameda County,9,7,137426,68387,69039
California,Alameda County,9,8,127608,63648,63960
California,Alameda County,9,9,116785,57963,58822
California,Alameda County,9,10,114270,57062,57208
California,Alameda County,9,11,111483,54960,56523
California,Alameda County,9,12,107526,52399,55127
California,Alameda County,9,13,93119,44619,48500
California,Alameda County,9,14,76786,35525,41261
California,Alameda County,9,15,50814,23231,27583
California,Alameda County,9,16,34638,15253,19385
California,Alameda County,9,17,24798,10318,14480
California,Alameda County,9,18,29478,10279,19199
California,Alameda County,10,0,1658131,815264,842867
California,Alameda County,10,1,97201,49917,47284
California,Alameda County,10,2,96760,49369,47391
California,Alameda County,10,3,95217,48738,46479
California,Alameda County,10,4,93350,47128,46222
California,Alameda County,10,5,101161,50761,50400
California,Alameda County,10,6,138584,69712,68872
California,Alameda County,10,7,138906,69492,69414
California,Alameda County,10,8,130826,65275,65551
California,Alameda County,10,9,116692,57956,58736
California,Alameda County,10,10,114926,57317,57609
California,Alameda County,10,11,109044,53976,55068
California,Alameda County,10,12,107495,52437,55058
California,Alameda County,10,13,94451,45396,49055
California,Alameda County,10,14,77189,35715,41474
California,Alameda County,10,15,55150,25195,29955
California,Alameda County,10,16,36014,15826,20188
California,Alameda County,10,17,25168,10539,14629
California,Alameda County,10,18,29997,10515,19482
California,Alameda County,11,0,1666753,820045,846708
California,Alameda County,11,1,96716,49506,47210
California,Alameda County,11,2,95425,48711,46714
California,Alameda County,11,3,95370,48947,46423
California,Alameda County,11,4,93570,47278,46292
California,Alameda County,11,5,99446,49656,49790
California,Alameda County,11,6,137553,69291,68262
California,Alameda County,11,7,141644,71053,70591
California,Alameda County,11,8,134126,67278,66848
California,Alameda County,11,9,117048,58217,58831
California,Alameda County,11,10,115151,57304,57847
California,Alameda County,11,11,107012,53257,53755
California,Alameda County,11,12,107380,52314,55066
California,Alameda County,11,13,95802,46151,49651
California,Alameda County,11,14,78175,36178,41997
California,Alameda County,11,15,58232,26577,31655
California,Alameda County,11,16,37876,16738,21138
California,Alameda County,11,17,25807,10825,14982
California,Alameda County,11,18,30420,10764,19656
California,Alpine County,1,0,1175,606,569
California,Alpine County,1,1,71,40,31
California,Alpine County,1,2,80,36,44
California,Alpine County,1,3,69,26,43
California,Alpine County,1,4,55,29,26
California,Alpine County,1,5,51,31,20
California,Alpine County,1,6,50,22,28
California,Alpine County,1,7,47,20,27
California,Alpine County,1,8,54,34,20
California,Alpine County,1,9,82,40,42
California,Alpine County,1,10,102,52,50
California,Alpine County,1,11,113,59,54
California,Alpine County,1,12,125,70,55
California,Alpine County,1,13,110,57,53
California,Alpine County,1,14,65,37,28
California,Alpine County,1,15,44,20,24
California,Alpine County,1,16,31,21,10
California,Alpine County,1,17,20,8,12
California,Alpine County,1,18,6,4,2
California,Alpine County,2,0,1175,606,569
California,Alpine County,2,1,71,40,31
California,Alpine County,2,2,80,36,44
California,Alpine County,2,3,69,26,43
California,Alpine County,2,4,55,29,26
California,Alpine County,2,5,51,31,20
California,Alpine County,2,6,50,22,28
California,Alpine County,2,7,47,20,27
California,Alpine County,2,8,54,34,20
California,Alpine County,2,9,82,40,42
California,Alpine County,2,10,102,52,50
California,Alpine County,2,11,113,59,54
California,Alpine County,2,12,125,70,55
California,Alpine County,2,13,110,57,53
California,Alpine County,2,14,65,37,28
California,Alpine County,2,15,44,20,24
California,Alpine County,2,16,31,21,10
California,Alpine County,2,17,20,8,12
California,Alpine County,2,18,6,4,2
California,Alpine County,3,0,1161,599,562
California,Alpine County,3,1,69,39,30
California,Alpine County,3,2,82,38,44
California,Alpine County,3,3,67,25,42
California,Alpine County,3,4,55,28,27
California,Alpine County,3,5,51,31,20
California,Alpine County,3,6,48,21,27
California,Alpine County,3,7,48,22,26
California,Alpine County,3,8,51,31,20
California,Alpine County,3,9,80,40,40
California,Alpine County,3,10,98,50,48
California,Alpine County,3,11,111,57,54
California,Alpine County,3,12,127,73,54
California,Alpine County,3,13,108,54,54
California,Alpine County,3,14,64,36,28
California,Alpine County,3,15,43,21,22
California,Alpine County,3,16,31,20,11
California,Alpine County,3,17,22,9,13
California,Alpine County,3,18,6,4,2
California,Alpine County,4,0,1093,565,528
California,Alpine County,4,1,49,22,27
California,Alpine County,4,2,70,38,32
California,Alpine County,4,3,59,26,33
California,Alpine County,4,4,52,23,29
California,Alpine County,4,5,43,26,17
California,Alpine County,4,6,51,26,25
California,Alpine County,4,7,42,20,22
California,Alpine County,4,8,47,28,19
California,Alpine County,4,9,75,39,36
California,Alpine County,4,10,91,48,43
California,Alpine County,4,11,106,55,51
California,Alpine County,4,12,121,68,53
California,Alpine County,4,13,120,58,62
California,Alpine County,4,14,65,35,30
California,Alpine County,4,15,35,18,17
California,Alpine County,4,16,37,20,17
California,Alpine County,4,17,26,14,12
California,Alpine County,4,18,4,1,3
California,Alpine County,5,0,1110,582,528
California,Alpine County,5,1,47,26,21
California,Alpine County,5,2,86,44,42
California,Alpine County,5,3,72,34,38
California,Alpine County,5,4,54,27,27
California,Alpine County,5,5,45,24,21
California,Alpine County,5,6,52,28,24
California,Alpine County,5,7,41,22,19
California,Alpine County,5,8,55,34,21
California,Alpine County,5,9,69,31,38
California,Alpine County,5,10,85,47,38
California,Alpine County,5,11,97,52,45
California,Alpine County,5,12,116,69,47
California,Alpine County,5,13,106,50,56
California,Alpine County,5,14,77,41,36
California,Alpine County,5,15,34,16,18
California,Alpine County,5,16,44,23,21
California,Alpine County,5,17,21,11,10
California,Alpine County,5,18,9,3,6
California,Alpine County,6,0,1127,588,539
California,Alpine County,6,1,39,22,17
California,Alpine County,6,2,80,36,44
California,Alpine County,6,3,80,45,35
California,Alpine County,6,4,66,33,33
California,Alpine County,6,5,51,30,21
California,Alpine County,6,6,55,28,27
California,Alpine County,6,7,38,21,17
California,Alpine County,6,8,46,25,21
California,Alpine County,6,9,68,36,32
California,Alpine County,6,10,75,33,42
California,Alpine County,6,11,102,61,41
California,Alpine County,6,12,111,63,48
California,Alpine County,6,13,108,52,56
California,Alpine County,6,14,90,44,46
California,Alpine County,6,15,37,20,17
California,Alpine County,6,16,46,23,23
California,Alpine County,6,17,25,14,11
California,Alpine County,6,18,10,2,8
California,Alpine County,7,0,1082,553,529
California,Alpine County,7,1,34,16,18
California,Alpine County,7,2,72,30,42
California,Alpine County,7,3,72,41,31
California,Alpine County,7,4,68,33,35
California,Alpine County,7,5,47,29,18
California,Alpine County,7,6,48,29,19
California,Alpine County,7,7,42,22,20
California,Alpine County,7,8,47,19,28
California,Alpine County,7,9,67,38,29
California,Alpine County,7,10,69,30,39
California,Alpine County,7,11,96,56,40
California,Alpine County,7,12,97,49,48
California,Alpine County,7,13,106,54,52
California,Alpine County,7,14,99,50,49
California,Alpine County,7,15,45,22,23
California,Alpine County,7,16,38,18,20
California,Alpine County,7,17,23,15,8
California,Alpine County,7,18,12,2,10
California,Alpine County,8,0,1087,568,519
California,Alpine County,8,1,39,17,22
California,Alpine County,8,2,62,30,32
California,Alpine County,8,3,68,40,28
California,Alpine County,8,4,64,32,32
California,Alpine County,8,5,55,35,20
California,Alpine County,8,6,60,37,23
California,Alpine County,8,7,36,16,20
California,Alpine County,8,8,42,20,22
California,Alpine County,8,9,58,30,28
California,Alpine County,8,10,77,40,37
California,Alpine County,8,11,99,53,46
California,Alpine County,8,12,93,47,46
California,Alpine County,8,13,106,60,46
California,Alpine County,8,14,98,46,52
California,Alpine County,8,15,55,28,27
California,Alpine County,8,16,33,14,19
California,Alpine County,8,17,25,18,7
California,Alpine County,8,18,17,5,12
California,Alpine County,9,0,1057,557,500
California,Alpine County,9,1,34,21,13
California,Alpine County,9,2,56,22,34
California,Alpine County,9,3,63,37,26
California,Alpine County,9,4,61,29,32
California,Alpine County,9,5,54,31,23
California,Alpine County,9,6,56,33,23
California,Alpine County,9,7,42,20,22
California,Alpine County,9,8,31,14,17
California,Alpine County,9,9,43,25,18
California,Alpine County,9,10,88,47,41
California,Alpine County,9,11,84,47,37
California,Alpine County,9,12,102,51,51
California,Alpine County,9,13,101,59,42
California,Alpine County,9,14,110,54,56
California,Alpine County,9,15,56,27,29
California,Alpine County,9,16,26,14,12
California,Alpine County,9,17,29,18,11
California,Alpine County,9,18,21,8,13
California,Alpine County,10,0,1121,608,513
California,Alpine County,10,1,40,27,13
California,Alpine County,10,2,52,25,27
California,Alpine County,10,3,76,44,32
California,Alpine County,10,4,69,35,34
California,Alpine County,10,5,61,39,22
California,Alpine County,10,6,64,36,28
California,Alpine County,10,7,50,27,23
California,Alpine County,10,8,40,22,18
California,Alpine County,10,9,50,25,25
California,Alpine County,10,10,72,39,33
California,Alpine County,10,11,79,42,37
California,Alpine County,10,12,112,61,51
California,Alpine County,10,13,97,55,42
California,Alpine County,10,14,109,56,53
California,Alpine County,10,15,71,36,35
California,Alpine County,10,16,29,14,15
California,Alpine County,10,17,29,17,12
California,Alpine County,10,18,21,8,13
California,Alpine County,11,0,1101,588,513
California,Alpine County,11,1,44,27,17
California,Alpine County,11,2,36,18,18
California,Alpine County,11,3,69,35,34
California,Alpine County,11,4,70,39,31
California,Alpine County,11,5,60,34,26
California,Alpine County,11,6,55,35,20
California,Alpine County,11,7,54,30,24
California,Alpine County,11,8,36,22,14
California,Alpine County,11,9,47,19,28
California,Alpine County,11,10,63,36,27
California,Alpine County,11,11,70,29,41
California,Alpine County,11,12,114,67,47
California,Alpine County,11,13,103,58,45
California,Alpine County,11,14,115,58,57
California,Alpine County,11,15,78,36,42
California,Alpine County,11,16,36,19,17
California,Alpine County,11,17,28,16,12
California,Alpine County,11,18,23,10,13
California,Amador County,1,0,38091,20749,17342
California,Amador County,1,1,1431,697,734
California,Amador County,1,2,1655,819,836
California,Amador County,1,3,1881,934,947
California,Amador County,1,4,2288,1341,947
California,Amador County,1,5,1648,996,652
California,Amador County,1,6,1778,1065,713
California,Amador County,1,7,1862,1186,676
California,Amador County,1,8,2048,1267,781
California,Amador County,1,9,2470,1572,898
California,Amador County,1,10,3114,1848,1266
California,Amador County,1,11,3255,1795,1460
California,Amador County,1,12,3405,1731,1674
California,Amador County,1,13,3391,1708,1683
California,Amador County,1,14,2533,1297,1236
California,Amador County,1,15,1922,955,967
California,Amador County,1,16,1312,643,669
California,Amador County,1,17,1096,501,595
California,Amador County,1,18,1002,394,608
California,Amador County,2,0,38091,20749,17342
California,Amador County,2,1,1431,697,734
California,Amador County,2,2,1655,819,836
California,Amador County,2,3,1881,934,947
California,Amador County,2,4,2288,1341,947
California,Amador County,2,5,1648,996,652
California,Amador County,2,6,1778,1065,713
California,Amador County,2,7,1862,1186,676
California,Amador County,2,8,2048,1267,781
California,Amador County,2,9,2470,1572,898
California,Amador County,2,10,3114,1848,1266
California,Amador County,2,11,3255,1795,1460
California,Amador County,2,12,3405,1731,1674
California,Amador County,2,13,3391,1708,1683
California,Amador County,2,14,2533,1297,1236
California,Amador County,2,15,1922,955,967
California,Amador County,2,16,1312,643,669
California,Amador County,2,17,1096,501,595
California,Amador County,2,18,1002,394,608
California,Amador County,3,0,37884,20559,17325
California,Amador County,3,1,1433,696,737
California,Amador County,3,2,1635,812,823
California,Amador County,3,3,1849,918,931
California,Amador County,3,4,2224,1282,942
California,Amador County,3,5,1653,990,663
California,Amador County,3,6,1763,1047,716
California,Amador County,3,7,1859,1181,678
California,Amador County,3,8,2012,1241,771
California,Amador County,3,9,2436,1538,898
California,Amador County,3,10,3064,1818,1246
California,Amador County,3,11,3226,1776,1450
California,Amador County,3,12,3396,1728,1668
California,Amador County,3,13,3400,1710,1690
California,Amador County,3,14,2564,1306,1258
California,Amador County,3,15,1934,962,972
California,Amador County,3,16,1329,649,680
California,Amador County,3,17,1087,499,588
California,Amador County,3,18,1020,406,614
California,Amador County,4,0,37538,20298,17240
California,Amador County,4,1,1376,682,694
California,Amador County,4,2,1611,800,811
California,Amador County,4,3,1778,873,905
California,Amador County,4,4,2135,1216,919
California,Amador County,4,5,1657,982,675
California,Amador County,4,6,1767,1040,727
California,Amador County,4,7,1892,1179,713
California,Amador County,4,8,1936,1199,737
California,Amador County,4,9,2399,1497,902
California,Amador County,4,10,2895,1732,1163
California,Amador County,4,11,3167,1740,1427
California,Amador County,4,12,3362,1720,1642
California,Amador County,4,13,3461,1732,1729
California,Amador County,4,14,2694,1343,1351
California,Amador County,4,15,1959,983,976
California,Amador County,4,16,1358,660,698
California,Amador County,4,17,1063,490,573
California,Amador County,4,18,1028,430,598
California,Amador County,5,0,37101,19949,17152
California,Amador County,5,1,1368,677,691
California,Amador County,5,2,1559,761,798
California,Amador County,5,3,1711,852,859
California,Amador County,5,4,1876,1003,873
California,Amador County,5,5,1670,943,727
California,Amador County,5,6,1749,1066,683
California,Amador County,5,7,1919,1183,736
California,Amador County,5,8,1905,1173,732
California,Amador County,5,9,2292,1433,859
California,Amador County,5,10,2716,1659,1057
California,Amador County,5,11,3149,1728,1421
California,Amador County,5,12,3301,1698,1603
California,Amador County,5,13,3329,1654,1675
California,Amador County,5,14,2987,1479,1508
California,Amador County,5,15,2053,1012,1041
California,Amador County,5,16,1423,705,718
California,Amador County,5,17,1015,463,552
California,Amador County,5,18,1079,460,619
California,Amador County,6,0,36625,19474,17151
California,Amador County,6,1,1356,731,625
California,Amador County,6,2,1521,743,778
California,Amador County,6,3,1689,844,845
California,Amador County,6,4,1773,930,843
California,Amador County,6,5,1706,931,775
California,Amador County,6,6,1705,1017,688
California,Amador County,6,7,1871,1113,758
California,Amador County,6,8,1822,1129,693
California,Amador County,6,9,2180,1320,860
California,Amador County,6,10,2489,1497,992
California,Amador County,6,11,3059,1639,1420
California,Amador County,6,12,3196,1625,1571
California,Amador County,6,13,3383,1645,1738
California,Amador County,6,14,3123,1565,1558
California,Amador County,6,15,2130,1056,1074
California,Amador County,6,16,1510,765,745
California,Amador County,6,17,992,454,538
California,Amador County,6,18,1120,470,650
California,Amador County,7,0,36738,19512,17226
California,Amador County,7,1,1412,756,656
California,Amador County,7,2,1504,728,776
California,Amador County,7,3,1656,831,825
California,Amador County,7,4,1708,893,815
California,Amador County,7,5,1747,950,797
California,Amador County,7,6,1723,1038,685
California,Amador County,7,7,1919,1119,800
California,Amador County,7,8,1852,1157,695
California,Amador County,7,9,2107,1283,824
California,Amador County,7,10,2376,1423,953
California,Amador County,7,11,3004,1634,1370
California,Amador County,7,12,3094,1576,1518
California,Amador County,7,13,3421,1669,1752
California,Amador County,7,14,3241,1588,1653
California,Amador County,7,15,2244,1119,1125
California,Amador County,7,16,1581,783,798
California,Amador County,7,17,1003,483,520
California,Amador County,7,18,1146,482,664
California,Amador County,8,0,37037,19658,17379
California,Amador County,8,1,1477,811,666
California,Amador County,8,2,1487,728,759
California,Amador County,8,3,1665,844,821
California,Amador County,8,4,1715,881,834
California,Amador County,8,5,1663,914,749
California,Amador County,8,6,1863,1101,762
California,Amador County,8,7,1914,1112,802
California,Amador County,8,8,1897,1181,716
California,Amador County,8,9,2063,1268,795
California,Amador County,8,10,2368,1440,928
California,Amador County,8,11,2898,1599,1299
California,Amador County,8,12,3091,1543,1548
California,Amador County,8,13,3379,1655,1724
California,Amador County,8,14,3400,1641,1759
California,Amador County,8,15,2389,1189,1200
California,Amador County,8,16,1646,808,838
California,Amador County,8,17,992,471,521
California,Amador County,8,18,1130,472,658
California,Amador County,9,0,37438,19826,17612
California,Amador County,9,1,1567,828,739
California,Amador County,9,2,1549,775,774
California,Amador County,9,3,1672,858,814
California,Amador County,9,4,1673,863,810
California,Amador County,9,5,1622,899,723
California,Amador County,9,6,1925,1120,805
California,Amador County,9,7,1965,1138,827
California,Amador County,9,8,2031,1239,792
California,Amador County,9,9,2025,1261,764
California,Amador County,9,10,2336,1397,939
California,Amador County,9,11,2788,1546,1242
California,Amador County,9,12,3117,1566,1551
California,Amador County,9,13,3310,1618,1692
California,Amador County,9,14,3544,1701,1843
California,Amador County,9,15,2500,1241,1259
California,Amador County,9,16,1670,832,838
California,Amador County,9,17,1034,480,554
California,Amador County,9,18,1110,464,646
California,Amador County,10,0,38551,20750,17801
California,Amador County,10,1,1601,831,770
California,Amador County,10,2,1550,812,738
California,Amador County,10,3,1646,822,824
California,Amador County,10,4,1688,882,806
California,Amador County,10,5,1646,939,707
California,Amador County,10,6,2044,1217,827
California,Amador County,10,7,2074,1251,823
California,Amador County,10,8,2197,1364,833
California,Amador County,10,9,2162,1380,782
California,Amador County,10,10,2448,1506,942
California,Amador County,10,11,2776,1594,1182
California,Amador County,10,12,3150,1601,1549
California,Amador County,10,13,3321,1643,1678
California,Amador County,10,14,3473,1664,1809
California,Amador County,10,15,2834,1386,1448
California,Amador County,10,16,1741,848,893
California,Amador County,10,17,1111,540,571
California,Amador County,10,18,1089,470,619
California,Amador County,11,0,39383,21425,17958
California,Amador County,11,1,1615,824,791
California,Amador County,11,2,1587,870,717
California,Amador County,11,3,1688,825,863
California,Amador County,11,4,1672,886,786
California,Amador County,11,5,1595,914,681
California,Amador County,11,6,2165,1289,876
California,Amador County,11,7,2131,1316,815
California,Amador County,11,8,2365,1472,893
California,Amador County,11,9,2266,1510,756
California,Amador County,11,10,2488,1554,934
California,Amador County,11,11,2697,1556,1141
California,Amador County,11,12,3140,1653,1487
California,Amador County,11,13,3341,1647,1694
California,Amador County,11,14,3492,1675,1817
California,Amador County,11,15,2997,1467,1530
California,Amador County,11,16,1871,903,968
California,Amador County,11,17,1187,591,596
California,Amador County,11,18,1086,473,613
California,Butte County,1,0,220000,108931,111069
California,Butte County,1,1,12409,6243,6166
California,Butte County,1,2,12439,6320,6119
California,Butte County,1,3,12911,6616,6295
California,Butte County,1,4,17841,9158,8683
California,Butte County,1,5,22818,11905,10913
California,Butte County,1,6,14721,7824,6897
California,Butte County,1,7,11960,6213,5747
California,Butte County,1,8,11482,5864,5618
California,Butte County,1,9,11847,5969,5878
California,Butte County,1,10,13849,6683,7166
California,Butte County,1,11,15028,7405,7623
California,Butte County,1,12,15265,7340,7925
California,Butte County,1,13,13613,6640,6973
California,Butte County,1,14,9805,4647,5158
California,Butte County,1,15,7380,3414,3966
California,Butte County,1,16,5925,2680,3245
California,Butte County,1,17,5037,2052,2985
California,Butte County,1,18,5670,1958,3712
California,Butte County,2,0,220002,108932,111070
California,Butte County,2,1,12409,6243,6166
California,Butte County,2,2,12439,6320,6119
California,Butte County,2,3,12911,6616,6295
California,Butte County,2,4,17841,9158,8683
California,Butte County,2,5,22818,11905,10913
California,Butte County,2,6,14721,7824,6897
California,Butte County,2,7,11960,6213,5747
California,Butte County,2,8,11482,5864,5618
California,Butte County,2,9,11847,5969,5878
California,Butte County,2,10,13849,6683,7166
California,Butte County,2,11,15030,7406,7624
California,Butte County,2,12,15265,7340,7925
California,Butte County,2,13,13613,6640,6973
California,Butte County,2,14,9805,4647,5158
California,Butte County,2,15,7380,3414,3966
California,Butte County,2,16,5925,2680,3245
California,Butte County,2,17,5037,2052,2985
California,Butte County,2,18,5670,1958,3712
California,Butte County,3,0,219945,108854,111091
California,Butte County,3,1,12397,6259,6138
California,Butte County,3,2,12399,6291,6108
California,Butte County,3,3,12866,6586,6280
California,Butte County,3,4,17443,8929,8514
California,Butte County,3,5,23239,12127,11112
California,Butte County,3,6,14688,7754,6934
California,Butte County,3,7,12053,6266,5787
California,Butte County,3,8,11393,5814,5579
California,Butte County,3,9,11826,5959,5867
California,Butte County,3,10,13735,6646,7089
California,Butte County,3,11,14969,7364,7605
California,Butte County,3,12,15258,7350,7908
California,Butte County,3,13,13763,6710,7053
California,Butte County,3,14,9872,4674,5198
California,Butte County,3,15,7437,3443,3994
California,Butte County,3,16,5913,2676,3237
California,Butte County,3,17,5004,2041,2963
California,Butte County,3,18,5690,1965,3725
California,Butte County,4,0,219952,108968,110984
California,Butte County,4,1,12280,6320,5960
California,Butte County,4,2,12443,6247,6196
California,Butte County,4,3,12715,6533,6182
California,Butte County,4,4,16377,8361,8016
California,Butte County,4,5,24806,13006,11800
California,Butte County,4,6,14216,7387,6829
California,Butte County,4,7,12405,6444,5961
California,Butte County,4,8,11083,5635,5448
California,Butte County,4,9,11864,6001,5863
California,Butte County,4,10,13107,6389,6718
California,Butte County,4,11,14729,7209,7520
California,Butte County,4,12,15214,7346,7868
California,Butte County,4,13,14364,6968,7396
California,Butte County,4,14,10145,4838,5307
California,Butte County,4,15,7594,3526,4068
California,Butte County,4,16,5943,2703,3240
California,Butte County,4,17,4902,2034,2868
California,Butte County,4,18,5765,2021,3744
California,Butte County,5,0,220873,109429,111444
California,Butte County,5,1,12120,6221,5899
California,Butte County,5,2,12584,6324,6260
California,Butte County,5,3,12600,6543,6057
California,Butte County,5,4,16156,8180,7976
California,Butte County,5,5,26092,13603,12489
California,Butte County,5,6,13604,7090,6514
California,Butte County,5,7,12684,6615,6069
California,Butte County,5,8,11079,5644,5435
California,Butte County,5,9,11777,5962,5815
California,Butte County,5,10,12626,6179,6447
California,Butte County,5,11,14408,7049,7359
California,Butte County,5,12,15188,7341,7847
California,Butte County,5,13,14268,6874,7394
California,Butte County,5,14,11212,5374,5838
