STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE
Kentucky,Butler County,10,10,841,438,403
Kentucky,Butler County,10,11,899,426,473
Kentucky,Butler County,10,12,889,451,438
Kentucky,Butler County,10,13,915,438,477
Kentucky,Butler County,10,14,748,379,369
Kentucky,Butler County,10,15,618,303,315
Kentucky,Butler County,10,16,431,201,230
Kentucky,Butler County,10,17,263,126,137
Kentucky,Butler County,10,18,245,73,172
Kentucky,Butler County,11,0,12743,6409,6334
Kentucky,Butler County,11,1,813,432,381
Kentucky,Butler County,11,2,785,401,384
Kentucky,Butler County,11,3,789,409,380
Kentucky,Butler County,11,4,739,399,340
Kentucky,Butler County,11,5,620,308,312
Kentucky,Butler County,11,6,754,388,366
Kentucky,Butler County,11,7,767,374,393
Kentucky,Butler County,11,8,829,437,392
Kentucky,Butler County,11,9,785,413,372
Kentucky,Butler County,11,10,833,445,388
Kentucky,Butler County,11,11,844,396,448
Kentucky,Butler County,11,12,897,455,442
Kentucky,Butler County,11,13,927,447,480
Kentucky,Butler County,11,14,771,384,387
Kentucky,Butler County,11,15,600,300,300
Kentucky,Butler County,11,16,466,226,240
Kentucky,Butler County,11,17,265,112,153
Kentucky,Butler County,11,18,259,83,176
Kentucky,Butler County,12,0,12879,6459,6420
Kentucky,Butler County,12,1,792,403,389
Kentucky,Butler County,12,2,823,421,402
Kentucky,Butler County,12,3,787,419,368
Kentucky,Butler County,12,4,754,410,344
Kentucky,Butler County,12,5,642,319,323
Kentucky,Butler County,12,6,763,381,382
Kentucky,Butler County,12,7,787,382,405
Kentucky,Butler County,12,8,831,440,391
Kentucky,Butler County,12,9,797,423,374
Kentucky,Butler County,12,10,815,424,391
Kentucky,Butler County,12,11,790,381,409
Kentucky,Butler County,12,12,959,481,478
Kentucky,Butler County,12,13,913,441,472
Kentucky,Butler County,12,14,803,402,401
Kentucky,Butler County,12,15,589,291,298
Kentucky,Butler County,12,16,499,242,257
Kentucky,Butler County,12,17,280,118,162
Kentucky,Butler County,12,18,255,81,174
Kentucky,Caldwell County,1,0,12984,6258,6726
Kentucky,Caldwell County,1,1,788,402,386
Kentucky,Caldwell County,1,2,762,351,411
Kentucky,Caldwell County,1,3,797,417,380
Kentucky,Caldwell County,1,4,841,445,396
Kentucky,Caldwell County,1,5,657,319,338
Kentucky,Caldwell County,1,6,684,326,358
Kentucky,Caldwell County,1,7,660,299,361
Kentucky,Caldwell County,1,8,868,443,425
Kentucky,Caldwell County,1,9,794,416,378
Kentucky,Caldwell County,1,10,934,462,472
Kentucky,Caldwell County,1,11,979,479,500
Kentucky,Caldwell County,1,12,959,459,500
Kentucky,Caldwell County,1,13,947,449,498
Kentucky,Caldwell County,1,14,721,351,370
Kentucky,Caldwell County,1,15,566,271,295
Kentucky,Caldwell County,1,16,428,160,268
Kentucky,Caldwell County,1,17,308,119,189
Kentucky,Caldwell County,1,18,291,90,201
Kentucky,Caldwell County,2,0,12989,6260,6729
Kentucky,Caldwell County,2,1,788,402,386
Kentucky,Caldwell County,2,2,762,351,411
Kentucky,Caldwell County,2,3,797,417,380
Kentucky,Caldwell County,2,4,842,445,397
Kentucky,Caldwell County,2,5,657,319,338
Kentucky,Caldwell County,2,6,684,326,358
Kentucky,Caldwell County,2,7,660,299,361
Kentucky,Caldwell County,2,8,868,443,425
Kentucky,Caldwell County,2,9,794,416,378
Kentucky,Caldwell County,2,10,934,462,472
Kentucky,Caldwell County,2,11,979,479,500
Kentucky,Caldwell County,2,12,959,459,500
Kentucky,Caldwell County,2,13,948,449,499
Kentucky,Caldwell County,2,14,723,352,371
Kentucky,Caldwell County,2,15,566,271,295
Kentucky,Caldwell County,2,16,429,161,268
Kentucky,Caldwell County,2,17,308,119,189
Kentucky,Caldwell County,2,18,291,90,201
Kentucky,Caldwell County,3,0,13010,6274,6736
Kentucky,Caldwell County,3,1,792,400,392
Kentucky,Caldwell County,3,2,760,352,408
Kentucky,Caldwell County,3,3,800,422,378
Kentucky,Caldwell County,3,4,840,448,392
Kentucky,Caldwell County,3,5,663,324,339
Kentucky,Caldwell County,3,6,689,328,361
Kentucky,Caldwell County,3,7,655,296,359
Kentucky,Caldwell County,3,8,854,431,423
Kentucky,Caldwell County,3,9,807,427,380
Kentucky,Caldwell County,3,10,928,456,472
Kentucky,Caldwell County,3,11,981,477,504
Kentucky,Caldwell County,3,12,958,459,499
Kentucky,Caldwell County,3,13,947,455,492
Kentucky,Caldwell County,3,14,727,351,376
Kentucky,Caldwell County,3,15,572,273,299
Kentucky,Caldwell County,3,16,428,162,266
Kentucky,Caldwell County,3,17,313,122,191
Kentucky,Caldwell County,3,18,296,91,205
Kentucky,Caldwell County,4,0,13027,6333,6694
Kentucky,Caldwell County,4,1,806,417,389
Kentucky,Caldwell County,4,2,765,374,391
Kentucky,Caldwell County,4,3,816,424,392
Kentucky,Caldwell County,4,4,778,424,354
Kentucky,Caldwell County,4,5,690,331,359
Kentucky,Caldwell County,4,6,681,336,345
Kentucky,Caldwell County,4,7,657,304,353
Kentucky,Caldwell County,4,8,795,393,402
Kentucky,Caldwell County,4,9,865,466,399
Kentucky,Caldwell County,4,10,887,431,456
Kentucky,Caldwell County,4,11,967,472,495
Kentucky,Caldwell County,4,12,970,466,504
Kentucky,Caldwell County,4,13,962,478,484
Kentucky,Caldwell County,4,14,738,344,394
Kentucky,Caldwell County,4,15,587,276,311
Kentucky,Caldwell County,4,16,444,178,266
Kentucky,Caldwell County,4,17,316,125,191
Kentucky,Caldwell County,4,18,303,94,209
Kentucky,Caldwell County,5,0,12992,6297,6695
Kentucky,Caldwell County,5,1,802,406,396
Kentucky,Caldwell County,5,2,791,395,396
Kentucky,Caldwell County,5,3,812,418,394
Kentucky,Caldwell County,5,4,784,423,361
Kentucky,Caldwell County,5,5,699,352,347
Kentucky,Caldwell County,5,6,674,322,352
Kentucky,Caldwell County,5,7,665,316,349
Kentucky,Caldwell County,5,8,758,373,385
Kentucky,Caldwell County,5,9,903,460,443
Kentucky,Caldwell County,5,10,846,421,425
Kentucky,Caldwell County,5,11,925,461,464
Kentucky,Caldwell County,5,12,984,465,519
Kentucky,Caldwell County,5,13,913,443,470
Kentucky,Caldwell County,5,14,781,361,420
Kentucky,Caldwell County,5,15,596,281,315
Kentucky,Caldwell County,5,16,446,188,258
Kentucky,Caldwell County,5,17,324,119,205
Kentucky,Caldwell County,5,18,289,93,196
Kentucky,Caldwell County,6,0,12887,6226,6661
Kentucky,Caldwell County,6,1,776,393,383
Kentucky,Caldwell County,6,2,790,394,396
Kentucky,Caldwell County,6,3,815,413,402
Kentucky,Caldwell County,6,4,772,412,360
Kentucky,Caldwell County,6,5,717,372,345
Kentucky,Caldwell County,6,6,646,306,340
Kentucky,Caldwell County,6,7,657,318,339
Kentucky,Caldwell County,6,8,754,351,403
Kentucky,Caldwell County,6,9,875,443,432
Kentucky,Caldwell County,6,10,819,410,409
Kentucky,Caldwell County,6,11,929,470,459
Kentucky,Caldwell County,6,12,969,455,514
Kentucky,Caldwell County,6,13,890,427,463
Kentucky,Caldwell County,6,14,800,372,428
Kentucky,Caldwell County,6,15,622,291,331
Kentucky,Caldwell County,6,16,437,199,238
Kentucky,Caldwell County,6,17,339,118,221
Kentucky,Caldwell County,6,18,280,82,198
Kentucky,Caldwell County,7,0,12848,6216,6632
Kentucky,Caldwell County,7,1,793,407,386
Kentucky,Caldwell County,7,2,819,407,412
Kentucky,Caldwell County,7,3,786,394,392
Kentucky,Caldwell County,7,4,755,388,367
Kentucky,Caldwell County,7,5,743,390,353
Kentucky,Caldwell County,7,6,669,316,353
Kentucky,Caldwell County,7,7,647,318,329
Kentucky,Caldwell County,7,8,714,330,384
Kentucky,Caldwell County,7,9,866,442,424
Kentucky,Caldwell County,7,10,788,405,383
Kentucky,Caldwell County,7,11,895,450,445
Kentucky,Caldwell County,7,12,959,457,502
Kentucky,Caldwell County,7,13,894,423,471
Kentucky,Caldwell County,7,14,827,392,435
Kentucky,Caldwell County,7,15,622,284,338
Kentucky,Caldwell County,7,16,445,210,235
Kentucky,Caldwell County,7,17,342,115,227
Kentucky,Caldwell County,7,18,284,88,196
Kentucky,Caldwell County,8,0,12748,6175,6573
Kentucky,Caldwell County,8,1,767,395,372
Kentucky,Caldwell County,8,2,814,412,402
Kentucky,Caldwell County,8,3,782,387,395
Kentucky,Caldwell County,8,4,757,401,356
Kentucky,Caldwell County,8,5,733,384,349
Kentucky,Caldwell County,8,6,710,339,371
Kentucky,Caldwell County,8,7,648,315,333
Kentucky,Caldwell County,8,8,684,317,367
Kentucky,Caldwell County,8,9,843,423,420
Kentucky,Caldwell County,8,10,779,405,374
Kentucky,Caldwell County,8,11,868,419,449
Kentucky,Caldwell County,8,12,956,462,494
Kentucky,Caldwell County,8,13,894,424,470
Kentucky,Caldwell County,8,14,850,397,453
Kentucky,Caldwell County,8,15,611,290,321
Kentucky,Caldwell County,8,16,438,204,234
Kentucky,Caldwell County,8,17,331,116,215
Kentucky,Caldwell County,8,18,283,85,198
Kentucky,Caldwell County,9,0,12634,6122,6512
Kentucky,Caldwell County,9,1,746,380,366
Kentucky,Caldwell County,9,2,795,383,412
Kentucky,Caldwell County,9,3,765,376,389
Kentucky,Caldwell County,9,4,761,401,360
Kentucky,Caldwell County,9,5,680,354,326
Kentucky,Caldwell County,9,6,742,360,382
Kentucky,Caldwell County,9,7,642,319,323
Kentucky,Caldwell County,9,8,659,307,352
Kentucky,Caldwell County,9,9,802,405,397
Kentucky,Caldwell County,9,10,829,434,395
Kentucky,Caldwell County,9,11,818,401,417
Kentucky,Caldwell County,9,12,934,452,482
Kentucky,Caldwell County,9,13,890,426,464
Kentucky,Caldwell County,9,14,849,409,440
Kentucky,Caldwell County,9,15,632,287,345
Kentucky,Caldwell County,9,16,463,212,251
Kentucky,Caldwell County,9,17,328,120,208
Kentucky,Caldwell County,9,18,299,96,203
Kentucky,Caldwell County,10,0,12666,6132,6534
Kentucky,Caldwell County,10,1,756,398,358
Kentucky,Caldwell County,10,2,774,390,384
Kentucky,Caldwell County,10,3,811,408,403
Kentucky,Caldwell County,10,4,736,384,352
Kentucky,Caldwell County,10,5,662,342,320
Kentucky,Caldwell County,10,6,764,354,410
Kentucky,Caldwell County,10,7,662,309,353
Kentucky,Caldwell County,10,8,667,328,339
Kentucky,Caldwell County,10,9,788,385,403
Kentucky,Caldwell County,10,10,850,433,417
Kentucky,Caldwell County,10,11,767,382,385
Kentucky,Caldwell County,10,12,909,451,458
Kentucky,Caldwell County,10,13,906,427,479
Kentucky,Caldwell County,10,14,818,392,426
Kentucky,Caldwell County,10,15,662,294,368
Kentucky,Caldwell County,10,16,470,221,249
Kentucky,Caldwell County,10,17,328,123,205
Kentucky,Caldwell County,10,18,336,111,225
Kentucky,Caldwell County,11,0,12716,6135,6581
Kentucky,Caldwell County,11,1,720,374,346
Kentucky,Caldwell County,11,2,797,409,388
Kentucky,Caldwell County,11,3,804,402,402
Kentucky,Caldwell County,11,4,775,390,385
Kentucky,Caldwell County,11,5,653,335,318
Kentucky,Caldwell County,11,6,797,383,414
Kentucky,Caldwell County,11,7,668,301,367
Kentucky,Caldwell County,11,8,670,331,339
Kentucky,Caldwell County,11,9,762,372,390
Kentucky,Caldwell County,11,10,840,427,413
Kentucky,Caldwell County,11,11,772,382,390
Kentucky,Caldwell County,11,12,890,444,446
Kentucky,Caldwell County,11,13,895,431,464
Kentucky,Caldwell County,11,14,807,376,431
Kentucky,Caldwell County,11,15,682,303,379
Kentucky,Caldwell County,11,16,492,224,268
Kentucky,Caldwell County,11,17,329,137,192
Kentucky,Caldwell County,11,18,363,114,249
Kentucky,Caldwell County,12,0,12747,6188,6559
Kentucky,Caldwell County,12,1,743,395,348
Kentucky,Caldwell County,12,2,800,403,397
Kentucky,Caldwell County,12,3,847,435,412
Kentucky,Caldwell County,12,4,731,369,362
Kentucky,Caldwell County,12,5,632,311,321
Kentucky,Caldwell County,12,6,815,416,399
Kentucky,Caldwell County,12,7,701,324,377
Kentucky,Caldwell County,12,8,673,336,337
Kentucky,Caldwell County,12,9,701,335,366
Kentucky,Caldwell County,12,10,845,433,412
Kentucky,Caldwell County,12,11,782,391,391
Kentucky,Caldwell County,12,12,863,425,438
Kentucky,Caldwell County,12,13,895,439,456
Kentucky,Caldwell County,12,14,812,366,446
Kentucky,Caldwell County,12,15,709,329,380
Kentucky,Caldwell County,12,16,475,207,268
Kentucky,Caldwell County,12,17,342,156,186
Kentucky,Caldwell County,12,18,381,118,263
Kentucky,Calloway County,1,0,37191,17925,19266
Kentucky,Calloway County,1,1,1942,966,976
Kentucky,Calloway County,1,2,1778,908,870
Kentucky,Calloway County,1,3,1832,909,923
Kentucky,Calloway County,1,4,3307,1472,1835
Kentucky,Calloway County,1,5,5635,2677,2958
Kentucky,Calloway County,1,6,2486,1323,1163
Kentucky,Calloway County,1,7,1953,1054,899
Kentucky,Calloway County,1,8,1867,916,951
Kentucky,Calloway County,1,9,1969,971,998
Kentucky,Calloway County,1,10,2263,1121,1142
Kentucky,Calloway County,1,11,2249,1042,1207
Kentucky,Calloway County,1,12,2173,1024,1149
Kentucky,Calloway County,1,13,2117,1039,1078
Kentucky,Calloway County,1,14,1853,897,956
Kentucky,Calloway County,1,15,1347,629,718
Kentucky,Calloway County,1,16,954,453,501
Kentucky,Calloway County,1,17,743,297,446
Kentucky,Calloway County,1,18,723,227,496
Kentucky,Calloway County,2,0,37190,17924,19266
Kentucky,Calloway County,2,1,1942,966,976
Kentucky,Calloway County,2,2,1778,908,870
Kentucky,Calloway County,2,3,1832,909,923
Kentucky,Calloway County,2,4,3307,1472,1835
Kentucky,Calloway County,2,5,5634,2676,2958
Kentucky,Calloway County,2,6,2486,1323,1163
Kentucky,Calloway County,2,7,1953,1054,899
Kentucky,Calloway County,2,8,1867,916,951
Kentucky,Calloway County,2,9,1969,971,998
Kentucky,Calloway County,2,10,2263,1121,1142
Kentucky,Calloway County,2,11,2249,1042,1207
Kentucky,Calloway County,2,12,2173,1024,1149
Kentucky,Calloway County,2,13,2117,1039,1078
Kentucky,Calloway County,2,14,1853,897,956
Kentucky,Calloway County,2,15,1347,629,718
Kentucky,Calloway County,2,16,954,453,501
Kentucky,Calloway County,2,17,743,297,446
Kentucky,Calloway County,2,18,723,227,496
Kentucky,Calloway County,3,0,37348,18000,19348
Kentucky,Calloway County,3,1,1963,980,983
Kentucky,Calloway County,3,2,1791,911,880
Kentucky,Calloway County,3,3,1847,918,929
Kentucky,Calloway County,3,4,3310,1472,1838
Kentucky,Calloway County,3,5,5696,2711,2985
Kentucky,Calloway County,3,6,2483,1320,1163
Kentucky,Calloway County,3,7,1986,1064,922
Kentucky,Calloway County,3,8,1856,912,944
Kentucky,Calloway County,3,9,1969,970,999
Kentucky,Calloway County,3,10,2257,1120,1137
Kentucky,Calloway County,3,11,2256,1047,1209
Kentucky,Calloway County,3,12,2185,1027,1158
Kentucky,Calloway County,3,13,2129,1044,1085
Kentucky,Calloway County,3,14,1849,893,956
Kentucky,Calloway County,3,15,1352,632,720
Kentucky,Calloway County,3,16,962,455,507
Kentucky,Calloway County,3,17,732,292,440
Kentucky,Calloway County,3,18,725,232,493
Kentucky,Calloway County,4,0,37667,18159,19508
Kentucky,Calloway County,4,1,1963,981,982
Kentucky,Calloway County,4,2,1809,918,891
Kentucky,Calloway County,4,3,1862,926,936
Kentucky,Calloway County,4,4,3257,1444,1813
Kentucky,Calloway County,4,5,5911,2780,3131
Kentucky,Calloway County,4,6,2450,1316,1134
Kentucky,Calloway County,4,7,2091,1118,973
Kentucky,Calloway County,4,8,1800,897,903
Kentucky,Calloway County,4,9,2007,988,1019
Kentucky,Calloway County,4,10,2232,1106,1126
Kentucky,Calloway County,4,11,2268,1070,1198
Kentucky,Calloway County,4,12,2210,1044,1166
Kentucky,Calloway County,4,13,2150,1036,1114
Kentucky,Calloway County,4,14,1818,880,938
Kentucky,Calloway County,4,15,1387,655,732
Kentucky,Calloway County,4,16,1026,481,545
Kentucky,Calloway County,4,17,705,281,424
Kentucky,Calloway County,4,18,721,238,483
Kentucky,Calloway County,5,0,38046,18317,19729
Kentucky,Calloway County,5,1,1983,992,991
Kentucky,Calloway County,5,2,1885,951,934
Kentucky,Calloway County,5,3,1844,925,919
Kentucky,Calloway County,5,4,3289,1451,1838
Kentucky,Calloway County,5,5,6065,2866,3199
Kentucky,Calloway County,5,6,2399,1273,1126
Kentucky,Calloway County,5,7,2162,1145,1017
Kentucky,Calloway County,5,8,1779,889,890
Kentucky,Calloway County,5,9,2023,1000,1023
Kentucky,Calloway County,5,10,2153,1054,1099
Kentucky,Calloway County,5,11,2299,1089,1210
Kentucky,Calloway County,5,12,2227,1066,1161
Kentucky,Calloway County,5,13,2093,975,1118
Kentucky,Calloway County,5,14,1940,966,974
Kentucky,Calloway County,5,15,1447,659,788
Kentucky,Calloway County,5,16,1049,492,557
Kentucky,Calloway County,5,17,693,289,404
Kentucky,Calloway County,5,18,716,235,481
Kentucky,Calloway County,6,0,38425,18492,19933
Kentucky,Calloway County,6,1,1993,988,1005
Kentucky,Calloway County,6,2,1912,962,950
Kentucky,Calloway County,6,3,1836,932,904
Kentucky,Calloway County,6,4,3413,1475,1938
Kentucky,Calloway County,6,5,6113,2922,3191
Kentucky,Calloway County,6,6,2432,1263,1169
Kentucky,Calloway County,6,7,2134,1112,1022
Kentucky,Calloway County,6,8,1799,931,868
Kentucky,Calloway County,6,9,2051,1019,1032
Kentucky,Calloway County,6,10,2082,1010,1072
Kentucky,Calloway County,6,11,2289,1113,1176
Kentucky,Calloway County,6,12,2272,1062,1210
Kentucky,Calloway County,6,13,2091,986,1105
Kentucky,Calloway County,6,14,1948,964,984
Kentucky,Calloway County,6,15,1561,712,849
Kentucky,Calloway County,6,16,1063,502,561
Kentucky,Calloway County,6,17,720,295,425
Kentucky,Calloway County,6,18,716,244,472
Kentucky,Calloway County,7,0,38452,18614,19838
Kentucky,Calloway County,7,1,2018,1017,1001
Kentucky,Calloway County,7,2,1921,971,950
Kentucky,Calloway County,7,3,1840,934,906
Kentucky,Calloway County,7,4,3302,1444,1858
Kentucky,Calloway County,7,5,5959,2894,3065
Kentucky,Calloway County,7,6,2497,1279,1218
Kentucky,Calloway County,7,7,2085,1085,1000
Kentucky,Calloway County,7,8,1879,971,908
Kentucky,Calloway County,7,9,2011,1011,1000
Kentucky,Calloway County,7,10,2057,1014,1043
Kentucky,Calloway County,7,11,2331,1143,1188
Kentucky,Calloway County,7,12,2275,1065,1210
Kentucky,Calloway County,7,13,2124,1008,1116
Kentucky,Calloway County,7,14,1990,968,1022
Kentucky,Calloway County,7,15,1610,743,867
Kentucky,Calloway County,7,16,1086,508,578
Kentucky,Calloway County,7,17,745,319,426
Kentucky,Calloway County,7,18,722,240,482
Kentucky,Calloway County,8,0,38656,18816,19840
Kentucky,Calloway County,8,1,1985,1007,978
Kentucky,Calloway County,8,2,1928,974,954
Kentucky,Calloway County,8,3,1865,956,909
Kentucky,Calloway County,8,4,3331,1479,1852
Kentucky,Calloway County,8,5,5887,2930,2957
Kentucky,Calloway County,8,6,2535,1286,1249
Kentucky,Calloway County,8,7,2126,1084,1042
Kentucky,Calloway County,8,8,1951,1013,938
Kentucky,Calloway County,8,9,1953,994,959
Kentucky,Calloway County,8,10,2059,1011,1048
Kentucky,Calloway County,8,11,2319,1138,1181
Kentucky,Calloway County,8,12,2270,1073,1197
Kentucky,Calloway County,8,13,2212,1041,1171
Kentucky,Calloway County,8,14,2020,975,1045
Kentucky,Calloway County,8,15,1617,775,842
Kentucky,Calloway County,8,16,1131,510,621
Kentucky,Calloway County,8,17,754,335,419
Kentucky,Calloway County,8,18,713,235,478
Kentucky,Calloway County,9,0,38733,18875,19858
Kentucky,Calloway County,9,1,1952,979,973
Kentucky,Calloway County,9,2,1970,995,975
Kentucky,Calloway County,9,3,1841,957,884
Kentucky,Calloway County,9,4,3290,1481,1809
Kentucky,Calloway County,9,5,5735,2825,2910
Kentucky,Calloway County,9,6,2611,1312,1299
Kentucky,Calloway County,9,7,2084,1098,986
Kentucky,Calloway County,9,8,2046,1028,1018
Kentucky,Calloway County,9,9,1904,993,911
Kentucky,Calloway County,9,10,2130,1048,1082
Kentucky,Calloway County,9,11,2249,1117,1132
Kentucky,Calloway County,9,12,2318,1112,1206
Kentucky,Calloway County,9,13,2259,1055,1204
Kentucky,Calloway County,9,14,2045,983,1062
Kentucky,Calloway County,9,15,1632,763,869
Kentucky,Calloway County,9,16,1155,531,624
Kentucky,Calloway County,9,17,799,348,451
Kentucky,Calloway County,9,18,713,250,463
Kentucky,Calloway County,10,0,38832,18922,19910
Kentucky,Calloway County,10,1,1956,962,994
Kentucky,Calloway County,10,2,1987,1029,958
Kentucky,Calloway County,10,3,1870,937,933
Kentucky,Calloway County,10,4,3231,1462,1769
Kentucky,Calloway County,10,5,5648,2780,2868
Kentucky,Calloway County,10,6,2626,1346,1280
Kentucky,Calloway County,10,7,2097,1091,1006
Kentucky,Calloway County,10,8,2060,1037,1023
Kentucky,Calloway County,10,9,1855,968,887
Kentucky,Calloway County,10,10,2144,1064,1080
Kentucky,Calloway County,10,11,2195,1077,1118
Kentucky,Calloway County,10,12,2369,1140,1229
Kentucky,Calloway County,10,13,2286,1086,1200
Kentucky,Calloway County,10,14,2031,965,1066
Kentucky,Calloway County,10,15,1726,838,888
Kentucky,Calloway County,10,16,1177,519,658
Kentucky,Calloway County,10,17,839,363,476
Kentucky,Calloway County,10,18,735,258,477
Kentucky,Calloway County,11,0,38964,18930,20034
Kentucky,Calloway County,11,1,1943,940,1003
Kentucky,Calloway County,11,2,1986,1030,956
Kentucky,Calloway County,11,3,1934,978,956
Kentucky,Calloway County,11,4,3249,1471,1778
Kentucky,Calloway County,11,5,5574,2735,2839
Kentucky,Calloway County,11,6,2600,1340,1260
Kentucky,Calloway County,11,7,2059,1040,1019
Kentucky,Calloway County,11,8,2083,1058,1025
Kentucky,Calloway County,11,9,1891,980,911
Kentucky,Calloway County,11,10,2126,1062,1064
Kentucky,Calloway County,11,11,2180,1063,1117
Kentucky,Calloway County,11,12,2332,1125,1207
Kentucky,Calloway County,11,13,2360,1100,1260
Kentucky,Calloway County,11,14,2040,979,1061
Kentucky,Calloway County,11,15,1731,851,880
Kentucky,Calloway County,11,16,1259,541,718
Kentucky,Calloway County,11,17,823,349,474
Kentucky,Calloway County,11,18,794,288,506
Kentucky,Calloway County,12,0,39001,18944,20057
Kentucky,Calloway County,12,1,1882,905,977
Kentucky,Calloway County,12,2,1954,1026,928
Kentucky,Calloway County,12,3,1979,1014,965
Kentucky,Calloway County,12,4,3255,1469,1786
Kentucky,Calloway County,12,5,5444,2646,2798
Kentucky,Calloway County,12,6,2537,1331,1206
Kentucky,Calloway County,12,7,2127,1068,1059
Kentucky,Calloway County,12,8,2109,1059,1050
Kentucky,Calloway County,12,9,1933,1000,933
Kentucky,Calloway County,12,10,2086,1062,1024
Kentucky,Calloway County,12,11,2148,1044,1104
Kentucky,Calloway County,12,12,2394,1163,1231
Kentucky,Calloway County,12,13,2341,1087,1254
Kentucky,Calloway County,12,14,2083,990,1093
Kentucky,Calloway County,12,15,1788,872,916
Kentucky,Calloway County,12,16,1276,553,723
Kentucky,Calloway County,12,17,850,356,494
Kentucky,Calloway County,12,18,815,299,516
Kentucky,Campbell County,1,0,90336,44269,46067
Kentucky,Campbell County,1,1,5783,2944,2839
Kentucky,Campbell County,1,2,5560,2848,2712
Kentucky,Campbell County,1,3,5731,2926,2805
Kentucky,Campbell County,1,4,6538,3331,3207
Kentucky,Campbell County,1,5,6973,3445,3528
Kentucky,Campbell County,1,6,6667,3401,3266
Kentucky,Campbell County,1,7,5834,2963,2871
Kentucky,Campbell County,1,8,5446,2726,2720
Kentucky,Campbell County,1,9,5911,2968,2943
Kentucky,Campbell County,1,10,6769,3355,3414
Kentucky,Campbell County,1,11,6874,3387,3487
Kentucky,Campbell County,1,12,5883,2889,2994
Kentucky,Campbell County,1,13,4810,2314,2496
Kentucky,Campbell County,1,14,3460,1570,1890
Kentucky,Campbell County,1,15,2650,1152,1498
Kentucky,Campbell County,1,16,2164,923,1241
Kentucky,Campbell County,1,17,1769,668,1101
Kentucky,Campbell County,1,18,1514,459,1055
Kentucky,Campbell County,2,0,90338,44270,46068
Kentucky,Campbell County,2,1,5783,2944,2839
Kentucky,Campbell County,2,2,5560,2848,2712
Kentucky,Campbell County,2,3,5731,2926,2805
Kentucky,Campbell County,2,4,6538,3331,3207
Kentucky,Campbell County,2,5,6973,3445,3528
Kentucky,Campbell County,2,6,6667,3401,3266
Kentucky,Campbell County,2,7,5834,2963,2871
Kentucky,Campbell County,2,8,5446,2726,2720
Kentucky,Campbell County,2,9,5913,2969,2944
Kentucky,Campbell County,2,10,6769,3355,3414
Kentucky,Campbell County,2,11,6874,3387,3487
Kentucky,Campbell County,2,12,5883,2889,2994
Kentucky,Campbell County,2,13,4810,2314,2496
Kentucky,Campbell County,2,14,3460,1570,1890
Kentucky,Campbell County,2,15,2650,1152,1498
Kentucky,Campbell County,2,16,2164,923,1241
Kentucky,Campbell County,2,17,1769,668,1101
Kentucky,Campbell County,2,18,1514,459,1055
Kentucky,Campbell County,3,0,90623,44386,46237
Kentucky,Campbell County,3,1,5783,2926,2857
Kentucky,Campbell County,3,2,5561,2856,2705
Kentucky,Campbell County,3,3,5752,2932,2820
Kentucky,Campbell County,3,4,6553,3333,3220
Kentucky,Campbell County,3,5,7007,3467,3540
Kentucky,Campbell County,3,6,6694,3413,3281
Kentucky,Campbell County,3,7,5896,2986,2910
Kentucky,Campbell County,3,8,5418,2713,2705
Kentucky,Campbell County,3,9,5914,2965,2949
Kentucky,Campbell County,3,10,6741,3342,3399
Kentucky,Campbell County,3,11,6907,3403,3504
Kentucky,Campbell County,3,12,5939,2914,3025
Kentucky,Campbell County,3,13,4881,2347,2534
Kentucky,Campbell County,3,14,3464,1578,1886
Kentucky,Campbell County,3,15,2661,1157,1504
Kentucky,Campbell County,3,16,2151,917,1234
Kentucky,Campbell County,3,17,1775,674,1101
Kentucky,Campbell County,3,18,1526,463,1063
Kentucky,Campbell County,4,0,91241,44730,46511
Kentucky,Campbell County,4,1,5705,2926,2779
Kentucky,Campbell County,4,2,5522,2865,2657
Kentucky,Campbell County,4,3,5792,2972,2820
Kentucky,Campbell County,4,4,6442,3280,3162
Kentucky,Campbell County,4,5,7061,3461,3600
Kentucky,Campbell County,4,6,6736,3425,3311
Kentucky,Campbell County,4,7,6059,3072,2987
Kentucky,Campbell County,4,8,5244,2611,2633
Kentucky,Campbell County,4,9,5929,2950,2979
Kentucky,Campbell County,4,10,6505,3225,3280
Kentucky,Campbell County,4,11,7060,3476,3584
Kentucky,Campbell County,4,12,6211,3044,3167
Kentucky,Campbell County,4,13,5208,2497,2711
Kentucky,Campbell County,4,14,3516,1630,1886
Kentucky,Campbell County,4,15,2727,1191,1536
Kentucky,Campbell County,4,16,2149,921,1228
Kentucky,Campbell County,4,17,1782,685,1097
Kentucky,Campbell County,4,18,1593,499,1094
Kentucky,Campbell County,5,0,91246,44755,46491
Kentucky,Campbell County,5,1,5726,2932,2794
Kentucky,Campbell County,5,2,5511,2848,2663
Kentucky,Campbell County,5,3,5746,2923,2823
Kentucky,Campbell County,5,4,6239,3173,3066
Kentucky,Campbell County,5,5,7002,3469,3533
Kentucky,Campbell County,5,6,6757,3441,3316
Kentucky,Campbell County,5,7,6149,3126,3023
Kentucky,Campbell County,5,8,5195,2583,2612
Kentucky,Campbell County,5,9,5837,2899,2938
Kentucky,Campbell County,5,10,6283,3101,3182
Kentucky,Campbell County,5,11,7037,3464,3573
Kentucky,Campbell County,5,12,6428,3134,3294
