Area,AreaName,Year,AgeGroup,Total,Male,Female
020,Anchorage Municipality,2016,17,2935,1272,1663
020,Anchorage Municipality,2016,18,2643,937,1706
050,Bethel Census Area,2016,0,18127,9399,8728
050,Bethel Census Area,2016,1,1821,953,868
050,Bethel Census Area,2016,2,1864,930,934
050,Bethel Census Area,2016,3,1729,886,843
050,Bethel Census Area,2016,4,1603,875,728
050,Bethel Census Area,2016,5,1410,689,721
050,Bethel Census Area,2016,6,1527,780,747
050,Bethel Census Area,2016,7,1278,655,623
050,Bethel Census Area,2016,8,983,494,489
050,Bethel Census Area,2016,9,838,430,408
050,Bethel Census Area,2016,10,912,495,417
050,Bethel Census Area,2016,11,1093,618,475
050,Bethel Census Area,2016,12,974,520,454
050,Bethel Census Area,2016,13,845,450,395
050,Bethel Census Area,2016,14,496,266,230
050,Bethel Census Area,2016,15,330,173,157
050,Bethel Census Area,2016,16,200,100,100
050,Bethel Census Area,2016,17,147,54,93
050,Bethel Census Area,2016,18,77,31,46
060,Bristol Bay Borough,2016,0,877,473,404
060,Bristol Bay Borough,2016,1,39,19,20
060,Bristol Bay Borough,2016,2,30,16,14
060,Bristol Bay Borough,2016,3,48,23,25
060,Bristol Bay Borough,2016,4,64,33,31
060,Bristol Bay Borough,2016,5,41,24,17
060,Bristol Bay Borough,2016,6,66,33,33
060,Bristol Bay Borough,2016,7,55,29,26
060,Bristol Bay Borough,2016,8,34,18,16
060,Bristol Bay Borough,2016,9,64,36,28
060,Bristol Bay Borough,2016,10,68,37,31
060,Bristol Bay Borough,2016,11,74,40,34
060,Bristol Bay Borough,2016,12,107,64,43
060,Bristol Bay Borough,2016,13,82,50,32
060,Bristol Bay Borough,2016,14,47,19,28
060,Bristol Bay Borough,2016,15,23,17,6
060,Bristol Bay Borough,2016,16,20,7,13
060,Bristol Bay Borough,2016,17,7,5,2
060,Bristol Bay Borough,2016,18,8,3,5
063,Chugach Census Area,2016,0,6807,3581,3226
063,Chugach Census Area,2016,1,484,232,252
063,Chugach Census Area,2016,2,465,244,221
063,Chugach Census Area,2016,3,427,210,217
063,Chugach Census Area,2016,4,393,211,182
063,Chugach Census Area,2016,5,331,188,143
063,Chugach Census Area,2016,6,560,296,264
063,Chugach Census Area,2016,7,496,275,221
063,Chugach Census Area,2016,8,462,234,228
063,Chugach Census Area,2016,9,386,199,187
063,Chugach Census Area,2016,10,490,261,229
063,Chugach Census Area,2016,11,515,294,221
063,Chugach Census Area,2016,12,634,338,296
063,Chugach Census Area,2016,13,517,272,245
063,Chugach Census Area,2016,14,304,165,139
063,Chugach Census Area,2016,15,163,84,79
063,Chugach Census Area,2016,16,92,41,51
063,Chugach Census Area,2016,17,52,28,24
063,Chugach Census Area,2016,18,36,9,27
066,Copper River Census Area,2016,0,2705,1431,1274
066,Copper River Census Area,2016,1,173,77,96
066,Copper River Census Area,2016,2,200,101,99
066,Copper River Census Area,2016,3,185,93,92
066,Copper River Census Area,2016,4,168,84,84
066,Copper River Census Area,2016,5,104,61,43
066,Copper River Census Area,2016,6,117,60,57
066,Copper River Census Area,2016,7,156,77,79
066,Copper River Census Area,2016,8,150,80,70
066,Copper River Census Area,2016,9,96,43,53
066,Copper River Census Area,2016,10,196,112,84
066,Copper River Census Area,2016,11,203,100,103
066,Copper River Census Area,2016,12,300,155,145
066,Copper River Census Area,2016,13,268,168,100
066,Copper River Census Area,2016,14,169,102,67
066,Copper River Census Area,2016,15,97,51,46
066,Copper River Census Area,2016,16,81,48,33
066,Copper River Census Area,2016,17,21,11,10
066,Copper River Census Area,2016,18,21,8,13
068,Denali Borough,2016,0,1872,1039,833
068,Denali Borough,2016,1,100,56,44
068,Denali Borough,2016,2,121,73,48
068,Denali Borough,2016,3,103,56,47
068,Denali Borough,2016,4,109,51,58
068,Denali Borough,2016,5,45,23,22
068,Denali Borough,2016,6,121,55,66
068,Denali Borough,2016,7,135,67,68
068,Denali Borough,2016,8,150,73,77
068,Denali Borough,2016,9,112,59,53
068,Denali Borough,2016,10,162,81,81
068,Denali Borough,2016,11,161,96,65
068,Denali Borough,2016,12,163,99,64
068,Denali Borough,2016,13,191,128,63
068,Denali Borough,2016,14,80,52,28
068,Denali Borough,2016,15,49,23,26
068,Denali Borough,2016,16,41,26,15
068,Denali Borough,2016,17,25,19,6
068,Denali Borough,2016,18,4,2,2
070,Dillingham Census Area,2016,0,4965,2561,2404
070,Dillingham Census Area,2016,1,460,191,269
070,Dillingham Census Area,2016,2,483,258,225
070,Dillingham Census Area,2016,3,377,190,187
070,Dillingham Census Area,2016,4,392,207,185
070,Dillingham Census Area,2016,5,384,199,185
070,Dillingham Census Area,2016,6,411,225,186
070,Dillingham Census Area,2016,7,310,154,156
070,Dillingham Census Area,2016,8,273,135,138
070,Dillingham Census Area,2016,9,206,108,98
070,Dillingham Census Area,2016,10,263,132,131
070,Dillingham Census Area,2016,11,333,179,154
070,Dillingham Census Area,2016,12,353,204,149
070,Dillingham Census Area,2016,13,298,162,136
070,Dillingham Census Area,2016,14,146,70,76
070,Dillingham Census Area,2016,15,127,68,59
070,Dillingham Census Area,2016,16,79,45,34
070,Dillingham Census Area,2016,17,41,20,21
070,Dillingham Census Area,2016,18,29,14,15
090,Fairbanks North Star Borough,2016,0,99098,51880,47218
090,Fairbanks North Star Borough,2016,1,7274,3724,3550
090,Fairbanks North Star Borough,2016,2,7197,3790,3407
090,Fairbanks North Star Borough,2016,3,6432,3257,3175
090,Fairbanks North Star Borough,2016,4,6183,3311,2872
090,Fairbanks North Star Borough,2016,5,8827,5072,3755
090,Fairbanks North Star Borough,2016,6,8398,4525,3873
090,Fairbanks North Star Borough,2016,7,8299,4339,3960
090,Fairbanks North Star Borough,2016,8,6655,3450,3205
090,Fairbanks North Star Borough,2016,9,5781,3008,2773
090,Fairbanks North Star Borough,2016,10,5520,2862,2658
090,Fairbanks North Star Borough,2016,11,6229,3141,3088
090,Fairbanks North Star Borough,2016,12,6642,3380,3262
090,Fairbanks North Star Borough,2016,13,6016,3095,2921
090,Fairbanks North Star Borough,2016,14,4253,2271,1982
090,Fairbanks North Star Borough,2016,15,2568,1327,1241
090,Fairbanks North Star Borough,2016,16,1334,700,634
090,Fairbanks North Star Borough,2016,17,784,367,417
090,Fairbanks North Star Borough,2016,18,706,261,445
100,Haines Borough,2016,0,2468,1220,1248
100,Haines Borough,2016,1,99,39,60
100,Haines Borough,2016,2,156,74,82
100,Haines Borough,2016,3,119,67,52
100,Haines Borough,2016,4,110,54,56
100,Haines Borough,2016,5,70,37,33
100,Haines Borough,2016,6,119,65,54
100,Haines Borough,2016,7,157,78,79
100,Haines Borough,2016,8,149,73,76
100,Haines Borough,2016,9,121,58,63
100,Haines Borough,2016,10,150,78,72
100,Haines Borough,2016,11,199,108,91
100,Haines Borough,2016,12,256,125,131
100,Haines Borough,2016,13,262,132,130
100,Haines Borough,2016,14,215,107,108
100,Haines Borough,2016,15,125,61,64
100,Haines Borough,2016,16,67,30,37
100,Haines Borough,2016,17,40,14,26
100,Haines Borough,2016,18,54,20,34
105,Hoonah-Angoon Census Area,2016,0,2190,1149,1041
105,Hoonah-Angoon Census Area,2016,1,119,53,66
105,Hoonah-Angoon Census Area,2016,2,146,82,64
105,Hoonah-Angoon Census Area,2016,3,124,48,76
105,Hoonah-Angoon Census Area,2016,4,108,47,61
105,Hoonah-Angoon Census Area,2016,5,78,43,35
105,Hoonah-Angoon Census Area,2016,6,110,59,51
105,Hoonah-Angoon Census Area,2016,7,111,63,48
105,Hoonah-Angoon Census Area,2016,8,129,57,72
105,Hoonah-Angoon Census Area,2016,9,112,59,53
105,Hoonah-Angoon Census Area,2016,10,134,76,58
105,Hoonah-Angoon Census Area,2016,11,157,79,78
105,Hoonah-Angoon Census Area,2016,12,223,111,112
105,Hoonah-Angoon Census Area,2016,13,229,125,104
105,Hoonah-Angoon Census Area,2016,14,196,112,84
105,Hoonah-Angoon Census Area,2016,15,90,55,35
105,Hoonah-Angoon Census Area,2016,16,76,49,27
105,Hoonah-Angoon Census Area,2016,17,33,25,8
105,Hoonah-Angoon Census Area,2016,18,15,6,9
110,Juneau City and Borough,2016,0,32747,16608,16139
110,Juneau City and Borough,2016,1,1973,1022,951
110,Juneau City and Borough,2016,2,2104,1047,1057
110,Juneau City and Borough,2016,3,1996,1002,994
110,Juneau City and Borough,2016,4,1974,1049,925
110,Juneau City and Borough,2016,5,1834,941,893
110,Juneau City and Borough,2016,6,2447,1213,1234
110,Juneau City and Borough,2016,7,2681,1366,1315
110,Juneau City and Borough,2016,8,2256,1170,1086
110,Juneau City and Borough,2016,9,2034,1024,1010
110,Juneau City and Borough,2016,10,2221,1147,1074
110,Juneau City and Borough,2016,11,2460,1267,1193
110,Juneau City and Borough,2016,12,2615,1331,1284
110,Juneau City and Borough,2016,13,2321,1178,1143
110,Juneau City and Borough,2016,14,1698,867,831
110,Juneau City and Borough,2016,15,968,483,485
110,Juneau City and Borough,2016,16,548,246,302
110,Juneau City and Borough,2016,17,326,145,181
110,Juneau City and Borough,2016,18,291,110,181
122,Kenai Peninsula Borough,2016,0,58110,30207,27903
122,Kenai Peninsula Borough,2016,1,3609,1793,1816
122,Kenai Peninsula Borough,2016,2,3747,1951,1796
122,Kenai Peninsula Borough,2016,3,3760,1896,1864
122,Kenai Peninsula Borough,2016,4,3522,1836,1686
122,Kenai Peninsula Borough,2016,5,2753,1552,1201
122,Kenai Peninsula Borough,2016,6,3485,1836,1649
122,Kenai Peninsula Borough,2016,7,3689,1938,1751
122,Kenai Peninsula Borough,2016,8,3604,1901,1703
122,Kenai Peninsula Borough,2016,9,3210,1678,1532
122,Kenai Peninsula Borough,2016,10,3577,1870,1707
122,Kenai Peninsula Borough,2016,11,4050,2082,1968
122,Kenai Peninsula Borough,2016,12,5007,2484,2523
122,Kenai Peninsula Borough,2016,13,4947,2585,2362
122,Kenai Peninsula Borough,2016,14,3763,2055,1708
122,Kenai Peninsula Borough,2016,15,2452,1325,1127
122,Kenai Peninsula Borough,2016,16,1396,744,652
122,Kenai Peninsula Borough,2016,17,836,401,435
122,Kenai Peninsula Borough,2016,18,703,280,423
130,Ketchikan Gateway Borough,2016,0,13781,6982,6799
130,Ketchikan Gateway Borough,2016,1,828,425,403
130,Ketchikan Gateway Borough,2016,2,893,456,437
130,Ketchikan Gateway Borough,2016,3,861,430,431
130,Ketchikan Gateway Borough,2016,4,902,476,426
130,Ketchikan Gateway Borough,2016,5,795,429,366
130,Ketchikan Gateway Borough,2016,6,905,459,446
130,Ketchikan Gateway Borough,2016,7,902,451,451
130,Ketchikan Gateway Borough,2016,8,871,441,430
130,Ketchikan Gateway Borough,2016,9,757,360,397
130,Ketchikan Gateway Borough,2016,10,934,446,488
130,Ketchikan Gateway Borough,2016,11,1011,539,472
130,Ketchikan Gateway Borough,2016,12,1098,562,536
130,Ketchikan Gateway Borough,2016,13,1056,517,539
130,Ketchikan Gateway Borough,2016,14,789,400,389
130,Ketchikan Gateway Borough,2016,15,522,257,265
130,Ketchikan Gateway Borough,2016,16,300,175,125
130,Ketchikan Gateway Borough,2016,17,162,75,87
130,Ketchikan Gateway Borough,2016,18,195,84,111
150,Kodiak Island Borough,2016,0,13549,7145,6404
150,Kodiak Island Borough,2016,1,1017,526,491
150,Kodiak Island Borough,2016,2,1025,524,501
150,Kodiak Island Borough,2016,3,917,471,446
150,Kodiak Island Borough,2016,4,936,525,411
150,Kodiak Island Borough,2016,5,870,460,410
150,Kodiak Island Borough,2016,6,1141,645,496
150,Kodiak Island Borough,2016,7,1039,566,473
150,Kodiak Island Borough,2016,8,919,477,442
150,Kodiak Island Borough,2016,9,740,374,366
150,Kodiak Island Borough,2016,10,821,408,413
150,Kodiak Island Borough,2016,11,941,492,449
150,Kodiak Island Borough,2016,12,1030,593,437
150,Kodiak Island Borough,2016,13,815,446,369
150,Kodiak Island Borough,2016,14,585,268,317
150,Kodiak Island Borough,2016,15,368,196,172
150,Kodiak Island Borough,2016,16,186,99,87
150,Kodiak Island Borough,2016,17,114,47,67
150,Kodiak Island Borough,2016,18,85,28,57
158,Kusilvak Census Area,2016,0,8210,4283,3927
158,Kusilvak Census Area,2016,1,868,443,425
158,Kusilvak Census Area,2016,2,953,518,435
158,Kusilvak Census Area,2016,3,896,450,446
158,Kusilvak Census Area,2016,4,834,431,403
158,Kusilvak Census Area,2016,5,739,387,352
158,Kusilvak Census Area,2016,6,759,416,343
158,Kusilvak Census Area,2016,7,505,257,248
158,Kusilvak Census Area,2016,8,372,206,166
158,Kusilvak Census Area,2016,9,348,169,179
158,Kusilvak Census Area,2016,10,385,190,195
158,Kusilvak Census Area,2016,11,392,212,180
158,Kusilvak Census Area,2016,12,411,230,181
158,Kusilvak Census Area,2016,13,265,137,128
158,Kusilvak Census Area,2016,14,212,122,90
158,Kusilvak Census Area,2016,15,115,53,62
158,Kusilvak Census Area,2016,16,68,34,34
158,Kusilvak Census Area,2016,17,51,18,33
158,Kusilvak Census Area,2016,18,37,10,27
164,Lake and Peninsula Borough,2016,0,1642,864,778
164,Lake and Peninsula Borough,2016,1,152,76,76
164,Lake and Peninsula Borough,2016,2,135,78,57
164,Lake and Peninsula Borough,2016,3,118,57,61
164,Lake and Peninsula Borough,2016,4,111,53,58
164,Lake and Peninsula Borough,2016,5,115,61,54
164,Lake and Peninsula Borough,2016,6,130,72,58
164,Lake and Peninsula Borough,2016,7,135,61,74
164,Lake and Peninsula Borough,2016,8,124,67,57
164,Lake and Peninsula Borough,2016,9,68,37,31
164,Lake and Peninsula Borough,2016,10,60,32,28
164,Lake and Peninsula Borough,2016,11,124,67,57
164,Lake and Peninsula Borough,2016,12,122,71,51
164,Lake and Peninsula Borough,2016,13,102,52,50
164,Lake and Peninsula Borough,2016,14,62,38,24
164,Lake and Peninsula Borough,2016,15,42,22,20
164,Lake and Peninsula Borough,2016,16,18,9,9
164,Lake and Peninsula Borough,2016,17,12,7,5
164,Lake and Peninsula Borough,2016,18,12,4,8
170,Matanuska-Susitna Borough,2016,0,102839,53027,49812
170,Matanuska-Susitna Borough,2016,1,7852,4059,3793
170,Matanuska-Susitna Borough,2016,2,8409,4337,4072
170,Matanuska-Susitna Borough,2016,3,8350,4376,3974
170,Matanuska-Susitna Borough,2016,4,7156,3822,3334
170,Matanuska-Susitna Borough,2016,5,5503,2854,2649
170,Matanuska-Susitna Borough,2016,6,6644,3402,3242
170,Matanuska-Susitna Borough,2016,7,7408,3740,3668
170,Matanuska-Susitna Borough,2016,8,7050,3634,3416
170,Matanuska-Susitna Borough,2016,9,6255,3249,3006
170,Matanuska-Susitna Borough,2016,10,6409,3270,3139
170,Matanuska-Susitna Borough,2016,11,6963,3619,3344
170,Matanuska-Susitna Borough,2016,12,7381,3831,3550
170,Matanuska-Susitna Borough,2016,13,6396,3213,3183
170,Matanuska-Susitna Borough,2016,14,4799,2503,2296
170,Matanuska-Susitna Borough,2016,15,2857,1451,1406
170,Matanuska-Susitna Borough,2016,16,1668,881,787
170,Matanuska-Susitna Borough,2016,17,935,444,491
170,Matanuska-Susitna Borough,2016,18,804,342,462
180,Nome Census Area,2016,0,10054,5397,4657
180,Nome Census Area,2016,1,939,476,463
180,Nome Census Area,2016,2,1028,554,474
180,Nome Census Area,2016,3,937,482,455
180,Nome Census Area,2016,4,804,443,361
180,Nome Census Area,2016,5,743,405,338
180,Nome Census Area,2016,6,862,454,408
180,Nome Census Area,2016,7,734,376,358
180,Nome Census Area,2016,8,599,324,275
180,Nome Census Area,2016,9,560,322,238
180,Nome Census Area,2016,10,475,257,218
180,Nome Census Area,2016,11,586,342,244
180,Nome Census Area,2016,12,567,290,277
180,Nome Census Area,2016,13,481,258,223
180,Nome Census Area,2016,14,331,209,122
180,Nome Census Area,2016,15,177,96,81
180,Nome Census Area,2016,16,109,56,53
180,Nome Census Area,2016,17,82,37,45
180,Nome Census Area,2016,18,40,16,24
185,North Slope Borough,2016,0,9814,6080,3734
185,North Slope Borough,2016,1,713,362,351
185,North Slope Borough,2016,2,739,386,353
185,North Slope Borough,2016,3,673,349,324
185,North Slope Borough,2016,4,554,305,249
185,North Slope Borough,2016,5,587,337,250
185,North Slope Borough,2016,6,880,529,351
185,North Slope Borough,2016,7,992,670,322
185,North Slope Borough,2016,8,721,499,222
185,North Slope Borough,2016,9,522,328,194
185,North Slope Borough,2016,10,527,355,172
185,North Slope Borough,2016,11,978,699,279
185,North Slope Borough,2016,12,843,587,256
185,North Slope Borough,2016,13,594,389,205
185,North Slope Borough,2016,14,257,173,84
185,North Slope Borough,2016,15,105,61,44
185,North Slope Borough,2016,16,49,21,28
185,North Slope Borough,2016,17,49,17,32
185,North Slope Borough,2016,18,31,13,18
188,Northwest Arctic Borough,2016,0,7947,4292,3655
188,Northwest Arctic Borough,2016,1,806,439,367
188,Northwest Arctic Borough,2016,2,851,433,418
188,Northwest Arctic Borough,2016,3,718,365,353
188,Northwest Arctic Borough,2016,4,655,349,306
188,Northwest Arctic Borough,2016,5,565,298,267
188,Northwest Arctic Borough,2016,6,742,402,340
188,Northwest Arctic Borough,2016,7,588,328,260
188,Northwest Arctic Borough,2016,8,451,247,204
188,Northwest Arctic Borough,2016,9,371,197,174
188,Northwest Arctic Borough,2016,10,389,229,160
188,Northwest Arctic Borough,2016,11,489,283,206
188,Northwest Arctic Borough,2016,12,435,259,176
188,Northwest Arctic Borough,2016,13,333,198,135
188,Northwest Arctic Borough,2016,14,210,110,100
188,Northwest Arctic Borough,2016,15,136,74,62
188,Northwest Arctic Borough,2016,16,82,44,38
188,Northwest Arctic Borough,2016,17,71,27,44
188,Northwest Arctic Borough,2016,18,55,10,45
195,Petersburg Borough,2016,0,3179,1638,1541
195,Petersburg Borough,2016,1,217,101,116
195,Petersburg Borough,2016,2,205,106,99
195,Petersburg Borough,2016,3,194,99,95
195,Petersburg Borough,2016,4,166,95,71
195,Petersburg Borough,2016,5,120,58,62
195,Petersburg Borough,2016,6,195,90,105
195,Petersburg Borough,2016,7,194,95,99
195,Petersburg Borough,2016,8,210,101,109
195,Petersburg Borough,2016,9,156,72,84
195,Petersburg Borough,2016,10,230,131,99
195,Petersburg Borough,2016,11,205,112,93
195,Petersburg Borough,2016,12,260,120,140
195,Petersburg Borough,2016,13,283,157,126
195,Petersburg Borough,2016,14,246,145,101
195,Petersburg Borough,2016,15,132,73,59
195,Petersburg Borough,2016,16,77,40,37
195,Petersburg Borough,2016,17,35,20,15
195,Petersburg Borough,2016,18,54,23,31
198,Prince of Wales-Hyder Census Area,2016,0,6445,3519,2926
198,Prince of Wales-Hyder Census Area,2016,1,422,232,190
198,Prince of Wales-Hyder Census Area,2016,2,494,219,275
198,Prince of Wales-Hyder Census Area,2016,3,432,241,191
198,Prince of Wales-Hyder Census Area,2016,4,369,211,158
198,Prince of Wales-Hyder Census Area,2016,5,297,169,128
198,Prince of Wales-Hyder Census Area,2016,6,374,195,179
198,Prince of Wales-Hyder Census Area,2016,7,405,205,200
198,Prince of Wales-Hyder Census Area,2016,8,356,198,158
198,Prince of Wales-Hyder Census Area,2016,9,355,190,165
198,Prince of Wales-Hyder Census Area,2016,10,421,224,197
198,Prince of Wales-Hyder Census Area,2016,11,514,295,219
198,Prince of Wales-Hyder Census Area,2016,12,559,304,255
198,Prince of Wales-Hyder Census Area,2016,13,539,295,244
198,Prince of Wales-Hyder Census Area,2016,14,411,253,158
198,Prince of Wales-Hyder Census Area,2016,15,224,129,95
198,Prince of Wales-Hyder Census Area,2016,16,161,100,61
198,Prince of Wales-Hyder Census Area,2016,17,73,38,35
198,Prince of Wales-Hyder Census Area,2016,18,39,21,18
220,Sitka City and Borough,2016,0,8903,4469,4434
220,Sitka City and Borough,2016,1,493,241,252
220,Sitka City and Borough,2016,2,614,342,272
220,Sitka City and Borough,2016,3,547,271,276
220,Sitka City and Borough,2016,4,527,288,239
220,Sitka City and Borough,2016,5,488,241,247
220,Sitka City and Borough,2016,6,604,288,316
220,Sitka City and Borough,2016,7,617,275,342
220,Sitka City and Borough,2016,8,697,391,306
220,Sitka City and Borough,2016,9,540,279,261
220,Sitka City and Borough,2016,10,542,273,269
220,Sitka City and Borough,2016,11,590,303,287
220,Sitka City and Borough,2016,12,715,354,361
220,Sitka City and Borough,2016,13,644,325,319
220,Sitka City and Borough,2016,14,475,258,217
220,Sitka City and Borough,2016,15,271,129,142
220,Sitka City and Borough,2016,16,257,110,147
220,Sitka City and Borough,2016,17,136,49,87
220,Sitka City and Borough,2016,18,146,52,94
230,"Skagway Borough, Municipality",2016,0,1072,550,522
230,"Skagway Borough, Municipality",2016,1,56,27,29
230,"Skagway Borough, Municipality",2016,2,58,38,20
230,"Skagway Borough, Municipality",2016,3,38,15,23
230,"Skagway Borough, Municipality",2016,4,31,16,15
230,"Skagway Borough, Municipality",2016,5,49,25,24
230,"Skagway Borough, Municipality",2016,6,66,18,48
230,"Skagway Borough, Municipality",2016,7,116,67,49
230,"Skagway Borough, Municipality",2016,8,83,44,39
230,"Skagway Borough, Municipality",2016,9,91,47,44
230,"Skagway Borough, Municipality",2016,10,100,49,51
230,"Skagway Borough, Municipality",2016,11,75,45,30
230,"Skagway Borough, Municipality",2016,12,82,47,35
230,"Skagway Borough, Municipality",2016,13,76,47,29
230,"Skagway Borough, Municipality",2016,14,80,37,43
230,"Skagway Borough, Municipality",2016,15,33,17,16
230,"Skagway Borough, Municipality",2016,16,16,5,11
230,"Skagway Borough, Municipality",2016,17,16,5,11
230,"Skagway Borough, Municipality",2016,18,6,1,5
240,Southeast Fairbanks Census Area,2016,0,6927,3823,3104
240,Southeast Fairbanks Census Area,2016,1,434,215,219
240,Southeast Fairbanks Census Area,2016,2,545,293,252
240,Southeast Fairbanks Census Area,2016,3,495,269,226
240,Southeast Fairbanks Census Area,2016,4,427,224,203
240,Southeast Fairbanks Census Area,2016,5,330,165,165
240,Southeast Fairbanks Census Area,2016,6,408,227,181
240,Southeast Fairbanks Census Area,2016,7,543,298,245
240,Southeast Fairbanks Census Area,2016,8,450,252,198
240,Southeast Fairbanks Census Area,2016,9,387,227,160
240,Southeast Fairbanks Census Area,2016,10,444,251,193
240,Southeast Fairbanks Census Area,2016,11,482,275,207
240,Southeast Fairbanks Census Area,2016,12,568,317,251
240,Southeast Fairbanks Census Area,2016,13,489,285,204
240,Southeast Fairbanks Census Area,2016,14,390,246,144
240,Southeast Fairbanks Census Area,2016,15,218,122,96
240,Southeast Fairbanks Census Area,2016,16,152,77,75
240,Southeast Fairbanks Census Area,2016,17,86,53,33
240,Southeast Fairbanks Census Area,2016,18,79,27,52
275,Wrangell City and Borough,2016,0,2459,1253,1206
275,Wrangell City and Borough,2016,1,138,76,62
275,Wrangell City and Borough,2016,2,158,62,96
275,Wrangell City and Borough,2016,3,130,71,59
275,Wrangell City and Borough,2016,4,129,77,52
275,Wrangell City and Borough,2016,5,101,53,48
275,Wrangell City and Borough,2016,6,157,59,98
275,Wrangell City and Borough,2016,7,133,76,57
275,Wrangell City and Borough,2016,8,96,51,45
275,Wrangell City and Borough,2016,9,104,47,57
275,Wrangell City and Borough,2016,10,139,70,69
275,Wrangell City and Borough,2016,11,181,91,90
275,Wrangell City and Borough,2016,12,263,134,129
275,Wrangell City and Borough,2016,13,266,125,141
275,Wrangell City and Borough,2016,14,180,111,69
275,Wrangell City and Borough,2016,15,113,56,57
275,Wrangell City and Borough,2016,16,91,60,31
275,Wrangell City and Borough,2016,17,50,22,28
275,Wrangell City and Borough,2016,18,30,12,18
282,Yakutat City and Borough,2016,0,591,319,272
282,Yakutat City and Borough,2016,1,37,21,16
282,Yakutat City and Borough,2016,2,30,11,19
282,Yakutat City and Borough,2016,3,36,17,19
282,Yakutat City and Borough,2016,4,32,15,17
282,Yakutat City and Borough,2016,5,32,17,15
282,Yakutat City and Borough,2016,6,27,13,14
282,Yakutat City and Borough,2016,7,37,24,13
282,Yakutat City and Borough,2016,8,44,26,18
282,Yakutat City and Borough,2016,9,25,18,7
282,Yakutat City and Borough,2016,10,60,30,30
282,Yakutat City and Borough,2016,11,43,28,15
282,Yakutat City and Borough,2016,12,43,24,19
282,Yakutat City and Borough,2016,13,55,34,21
282,Yakutat City and Borough,2016,14,40,19,21
282,Yakutat City and Borough,2016,15,22,14,8
282,Yakutat City and Borough,2016,16,14,8,6
282,Yakutat City and Borough,2016,17,9,0,9
282,Yakutat City and Borough,2016,18,5,0,5
290,Yukon-Koyukuk Census Area,2016,0,5454,2905,2549
290,Yukon-Koyukuk Census Area,2016,1,414,211,203
290,Yukon-Koyukuk Census Area,2016,2,483,259,224
290,Yukon-Koyukuk Census Area,2016,3,378,192,186
290,Yukon-Koyukuk Census Area,2016,4,392,209,183
290,Yukon-Koyukuk Census Area,2016,5,266,131,135
290,Yukon-Koyukuk Census Area,2016,6,378,202,176
290,Yukon-Koyukuk Census Area,2016,7,350,196,154
290,Yukon-Koyukuk Census Area,2016,8,322,175,147
290,Yukon-Koyukuk Census Area,2016,9,276,147,129
290,Yukon-Koyukuk Census Area,2016,10,246,115,131
290,Yukon-Koyukuk Census Area,2016,11,378,202,176
290,Yukon-Koyukuk Census Area,2016,12,426,233,193
290,Yukon-Koyukuk Census Area,2016,13,414,239,175
290,Yukon-Koyukuk Census Area,2016,14,303,160,143
290,Yukon-Koyukuk Census Area,2016,15,192,111,81
290,Yukon-Koyukuk Census Area,2016,16,99,57,42
290,Yukon-Koyukuk Census Area,2016,17,75,38,37
290,Yukon-Koyukuk Census Area,2016,18,62,28,34
000,Alaska,2017,0,738920,380411,358509
000,Alaska,2017,1,52579,26730,25849
000,Alaska,2017,2,54272,27926,26346
000,Alaska,2017,3,52185,26763,25422
000,Alaska,2017,4,47843,25151,22692
000,Alaska,2017,5,48833,26368,22465
000,Alaska,2017,6,57449,29710,27739
000,Alaska,2017,7,57581,29722,27859
000,Alaska,2017,8,51015,26329,24686
000,Alaska,2017,9,42706,21860,20846
000,Alaska,2017,10,44169,22791,21378
000,Alaska,2017,11,47770,24666,23104
000,Alaska,2017,12,52261,26876,25385
000,Alaska,2017,13,47337,24218,23119
000,Alaska,2017,14,34438,18009,16429
000,Alaska,2017,15,21908,11232,10676
000,Alaska,2017,16,12601,6194,6407
000,Alaska,2017,17,7563,3439,4124
000,Alaska,2017,18,6410,2427,3983
013,Aleutians East Borough,2017,0,2984,1993,991
013,Aleutians East Borough,2017,1,77,37,40
013,Aleutians East Borough,2017,2,87,37,50
013,Aleutians East Borough,2017,3,67,32,35
013,Aleutians East Borough,2017,4,92,48,44
013,Aleutians East Borough,2017,5,217,168,49
013,Aleutians East Borough,2017,6,184,129,55
013,Aleutians East Borough,2017,7,279,210,69
013,Aleutians East Borough,2017,8,293,182,111
013,Aleutians East Borough,2017,9,293,207,86
013,Aleutians East Borough,2017,10,317,266,51
013,Aleutians East Borough,2017,11,325,202,123
013,Aleutians East Borough,2017,12,360,226,134
013,Aleutians East Borough,2017,13,193,131,62
013,Aleutians East Borough,2017,14,83,47,36
013,Aleutians East Borough,2017,15,75,45,30
013,Aleutians East Borough,2017,16,22,15,7
013,Aleutians East Borough,2017,17,11,6,5
013,Aleutians East Borough,2017,18,9,5,4
016,Aleutians West Census Area,2017,0,5353,3507,1846
016,Aleutians West Census Area,2017,1,198,96,102
016,Aleutians West Census Area,2017,2,216,102,114
016,Aleutians West Census Area,2017,3,188,114,74
016,Aleutians West Census Area,2017,4,230,139,91
016,Aleutians West Census Area,2017,5,270,179,91
016,Aleutians West Census Area,2017,6,471,339,132
016,Aleutians West Census Area,2017,7,507,362,145
016,Aleutians West Census Area,2017,8,458,290,168
016,Aleutians West Census Area,2017,9,438,328,110
016,Aleutians West Census Area,2017,10,443,272,171
016,Aleutians West Census Area,2017,11,601,377,224
016,Aleutians West Census Area,2017,12,522,362,160
