Area,AreaName,Year,AgeGroup,Total,Male,Female
240,Southeast Fairbanks Census Area,2012,7,545,287,258
240,Southeast Fairbanks Census Area,2012,8,455,262,193
240,Southeast Fairbanks Census Area,2012,9,415,235,180
240,Southeast Fairbanks Census Area,2012,10,547,317,230
240,Southeast Fairbanks Census Area,2012,11,567,335,232
240,Southeast Fairbanks Census Area,2012,12,598,321,277
240,Southeast Fairbanks Census Area,2012,13,462,281,181
240,Southeast Fairbanks Census Area,2012,14,292,185,107
240,Southeast Fairbanks Census Area,2012,15,217,118,99
240,Southeast Fairbanks Census Area,2012,16,116,65,51
240,Southeast Fairbanks Census Area,2012,17,63,31,32
240,Southeast Fairbanks Census Area,2012,18,56,15,41
275,Wrangell City and Borough,2012,0,2444,1271,1173
275,Wrangell City and Borough,2012,1,135,60,75
275,Wrangell City and Borough,2012,2,143,66,77
275,Wrangell City and Borough,2012,3,155,82,73
275,Wrangell City and Borough,2012,4,154,89,65
275,Wrangell City and Borough,2012,5,108,53,55
275,Wrangell City and Borough,2012,6,145,74,71
275,Wrangell City and Borough,2012,7,101,58,43
275,Wrangell City and Borough,2012,8,101,46,55
275,Wrangell City and Borough,2012,9,120,58,62
275,Wrangell City and Borough,2012,10,173,96,77
275,Wrangell City and Borough,2012,11,227,114,113
275,Wrangell City and Borough,2012,12,259,143,116
275,Wrangell City and Borough,2012,13,210,114,96
275,Wrangell City and Borough,2012,14,153,79,74
275,Wrangell City and Borough,2012,15,104,58,46
275,Wrangell City and Borough,2012,16,82,45,37
275,Wrangell City and Borough,2012,17,41,22,19
275,Wrangell City and Borough,2012,18,33,14,19
282,Yakutat City and Borough,2012,0,621,334,287
282,Yakutat City and Borough,2012,1,32,13,19
282,Yakutat City and Borough,2012,2,30,14,16
282,Yakutat City and Borough,2012,3,45,16,29
282,Yakutat City and Borough,2012,4,45,27,18
282,Yakutat City and Borough,2012,5,32,17,15
282,Yakutat City and Borough,2012,6,32,18,14
282,Yakutat City and Borough,2012,7,33,19,14
282,Yakutat City and Borough,2012,8,43,24,19
282,Yakutat City and Borough,2012,9,43,24,19
282,Yakutat City and Borough,2012,10,46,26,20
282,Yakutat City and Borough,2012,11,55,36,19
282,Yakutat City and Borough,2012,12,53,33,20
282,Yakutat City and Borough,2012,13,54,30,24
282,Yakutat City and Borough,2012,14,32,17,15
282,Yakutat City and Borough,2012,15,22,17,5
282,Yakutat City and Borough,2012,16,9,1,8
282,Yakutat City and Borough,2012,17,10,1,9
282,Yakutat City and Borough,2012,18,5,1,4
290,Yukon-Koyukuk Census Area,2012,0,5673,3076,2597
290,Yukon-Koyukuk Census Area,2012,1,475,257,218
290,Yukon-Koyukuk Census Area,2012,2,392,222,170
290,Yukon-Koyukuk Census Area,2012,3,445,213,232
290,Yukon-Koyukuk Census Area,2012,4,408,224,184
290,Yukon-Koyukuk Census Area,2012,5,353,191,162
290,Yukon-Koyukuk Census Area,2012,6,376,209,167
290,Yukon-Koyukuk Census Area,2012,7,343,206,137
290,Yukon-Koyukuk Census Area,2012,8,320,157,163
290,Yukon-Koyukuk Census Area,2012,9,244,114,130
290,Yukon-Koyukuk Census Area,2012,10,376,203,173
290,Yukon-Koyukuk Census Area,2012,11,453,241,212
290,Yukon-Koyukuk Census Area,2012,12,458,268,190
290,Yukon-Koyukuk Census Area,2012,13,397,213,184
290,Yukon-Koyukuk Census Area,2012,14,249,148,101
290,Yukon-Koyukuk Census Area,2012,15,140,77,63
290,Yukon-Koyukuk Census Area,2012,16,108,58,50
290,Yukon-Koyukuk Census Area,2012,17,88,46,42
290,Yukon-Koyukuk Census Area,2012,18,48,29,19
000,Alaska,2013,0,736552,380827,355725
000,Alaska,2013,1,54240,27980,26260
000,Alaska,2013,2,53850,27621,26229
000,Alaska,2013,3,51821,26705,25116
000,Alaska,2013,4,49050,25595,23455
000,Alaska,2013,5,54934,29497,25437
000,Alaska,2013,6,57186,29785,27401
000,Alaska,2013,7,54284,28103,26181
000,Alaska,2013,8,45850,23663,22187
000,Alaska,2013,9,46510,23932,22578
000,Alaska,2013,10,47909,24714,23195
000,Alaska,2013,11,56007,29014,26993
000,Alaska,2013,12,54102,27868,26234
000,Alaska,2013,13,43039,22787,20252
000,Alaska,2013,14,28053,14813,13240
000,Alaska,2013,15,16918,8653,8265
000,Alaska,2013,16,10393,5055,5338
000,Alaska,2013,17,6764,2994,3770
000,Alaska,2013,18,5642,2048,3594
013,Aleutians East Borough,2013,0,3151,2082,1069
013,Aleutians East Borough,2013,1,107,56,51
013,Aleutians East Borough,2013,2,98,49,49
013,Aleutians East Borough,2013,3,91,42,49
013,Aleutians East Borough,2013,4,113,69,44
013,Aleutians East Borough,2013,5,238,172,66
013,Aleutians East Borough,2013,6,206,151,55
013,Aleutians East Borough,2013,7,269,178,91
013,Aleutians East Borough,2013,8,286,211,75
013,Aleutians East Borough,2013,9,253,187,66
013,Aleutians East Borough,2013,10,353,236,117
013,Aleutians East Borough,2013,11,408,266,142
013,Aleutians East Borough,2013,12,318,212,106
013,Aleutians East Borough,2013,13,188,110,78
013,Aleutians East Borough,2013,14,122,77,45
013,Aleutians East Borough,2013,15,44,25,19
013,Aleutians East Borough,2013,16,31,20,11
013,Aleutians East Borough,2013,17,14,12,2
013,Aleutians East Borough,2013,18,12,9,3
016,Aleutians West Census Area,2013,0,5624,3729,1895
016,Aleutians West Census Area,2013,1,192,101,91
016,Aleutians West Census Area,2013,2,240,124,116
016,Aleutians West Census Area,2013,3,205,116,89
016,Aleutians West Census Area,2013,4,260,157,103
016,Aleutians West Census Area,2013,5,302,196,106
016,Aleutians West Census Area,2013,6,474,357,117
016,Aleutians West Census Area,2013,7,501,338,163
016,Aleutians West Census Area,2013,8,517,358,159
016,Aleutians West Census Area,2013,9,480,334,146
016,Aleutians West Census Area,2013,10,567,388,179
016,Aleutians West Census Area,2013,11,660,433,227
016,Aleutians West Census Area,2013,12,510,359,151
016,Aleutians West Census Area,2013,13,401,267,134
016,Aleutians West Census Area,2013,14,212,139,73
016,Aleutians West Census Area,2013,15,63,43,20
016,Aleutians West Census Area,2013,16,16,9,7
016,Aleutians West Census Area,2013,17,11,7,4
016,Aleutians West Census Area,2013,18,13,3,10
020,Anchorage Municipality,2013,0,301223,152191,149032
020,Anchorage Municipality,2013,1,21913,11448,10465
020,Anchorage Municipality,2013,2,21436,10973,10463
020,Anchorage Municipality,2013,3,20746,10739,10007
020,Anchorage Municipality,2013,4,19848,10094,9754
020,Anchorage Municipality,2013,5,24723,12995,11728
020,Anchorage Municipality,2013,6,25439,13046,12393
020,Anchorage Municipality,2013,7,23646,11896,11750
020,Anchorage Municipality,2013,8,19111,9589,9522
020,Anchorage Municipality,2013,9,19526,9764,9762
020,Anchorage Municipality,2013,10,19540,9701,9839
020,Anchorage Municipality,2013,11,22220,11087,11133
020,Anchorage Municipality,2013,12,20779,10315,10464
020,Anchorage Municipality,2013,13,16122,8212,7910
020,Anchorage Municipality,2013,14,10771,5479,5292
020,Anchorage Municipality,2013,15,6245,3026,3219
020,Anchorage Municipality,2013,16,4074,1851,2223
020,Anchorage Municipality,2013,17,2753,1162,1591
020,Anchorage Municipality,2013,18,2331,814,1517
050,Bethel Census Area,2013,0,17901,9253,8648
050,Bethel Census Area,2013,1,1875,959,916
050,Bethel Census Area,2013,2,1837,922,915
050,Bethel Census Area,2013,3,1736,922,814
050,Bethel Census Area,2013,4,1585,818,767
050,Bethel Census Area,2013,5,1476,722,754
050,Bethel Census Area,2013,6,1442,743,699
050,Bethel Census Area,2013,7,1166,583,583
050,Bethel Census Area,2013,8,889,441,448
050,Bethel Census Area,2013,9,911,449,462
050,Bethel Census Area,2013,10,1069,615,454
050,Bethel Census Area,2013,11,1106,627,479
050,Bethel Census Area,2013,12,988,521,467
050,Bethel Census Area,2013,13,721,380,341
050,Bethel Census Area,2013,14,433,234,199
050,Bethel Census Area,2013,15,275,135,140
050,Bethel Census Area,2013,16,199,105,94
050,Bethel Census Area,2013,17,130,49,81
050,Bethel Census Area,2013,18,63,28,35
060,Bristol Bay Borough,2013,0,933,513,420
060,Bristol Bay Borough,2013,1,43,25,18
060,Bristol Bay Borough,2013,2,45,25,20
060,Bristol Bay Borough,2013,3,57,26,31
060,Bristol Bay Borough,2013,4,73,35,38
060,Bristol Bay Borough,2013,5,36,23,13
060,Bristol Bay Borough,2013,6,81,45,36
060,Bristol Bay Borough,2013,7,40,20,20
060,Bristol Bay Borough,2013,8,56,26,30
060,Bristol Bay Borough,2013,9,62,41,21
060,Bristol Bay Borough,2013,10,77,43,34
060,Bristol Bay Borough,2013,11,100,54,46
060,Bristol Bay Borough,2013,12,99,61,38
060,Bristol Bay Borough,2013,13,76,40,36
060,Bristol Bay Borough,2013,14,28,18,10
060,Bristol Bay Borough,2013,15,23,15,8
060,Bristol Bay Borough,2013,16,24,9,15
060,Bristol Bay Borough,2013,17,9,7,2
060,Bristol Bay Borough,2013,18,4,0,4
063,Chugach Census Area,2013,0,6849,3601,3248
063,Chugach Census Area,2013,1,468,218,250
063,Chugach Census Area,2013,2,448,232,216
063,Chugach Census Area,2013,3,435,212,223
063,Chugach Census Area,2013,4,429,225,204
063,Chugach Census Area,2013,5,359,196,163
063,Chugach Census Area,2013,6,567,319,248
063,Chugach Census Area,2013,7,481,258,223
063,Chugach Census Area,2013,8,403,220,183
063,Chugach Census Area,2013,9,454,245,209
063,Chugach Census Area,2013,10,484,245,239
063,Chugach Census Area,2013,11,680,381,299
063,Chugach Census Area,2013,12,617,314,303
063,Chugach Census Area,2013,13,440,243,197
063,Chugach Census Area,2013,14,297,157,140
063,Chugach Census Area,2013,15,136,64,72
063,Chugach Census Area,2013,16,76,44,32
063,Chugach Census Area,2013,17,46,17,29
063,Chugach Census Area,2013,18,29,11,18
066,Copper River Census Area,2013,0,2967,1573,1394
066,Copper River Census Area,2013,1,174,94,80
066,Copper River Census Area,2013,2,205,111,94
066,Copper River Census Area,2013,3,250,115,135
066,Copper River Census Area,2013,4,190,91,99
066,Copper River Census Area,2013,5,124,69,55
066,Copper River Census Area,2013,6,141,74,67
066,Copper River Census Area,2013,7,176,80,96
066,Copper River Census Area,2013,8,162,78,84
066,Copper River Census Area,2013,9,146,84,62
066,Copper River Census Area,2013,10,200,106,94
066,Copper River Census Area,2013,11,278,146,132
066,Copper River Census Area,2013,12,290,160,130
066,Copper River Census Area,2013,13,269,166,103
066,Copper River Census Area,2013,14,156,91,65
066,Copper River Census Area,2013,15,98,54,44
066,Copper River Census Area,2013,16,58,34,24
066,Copper River Census Area,2013,17,23,13,10
066,Copper River Census Area,2013,18,27,7,20
068,Denali Borough,2013,0,1781,978,803
068,Denali Borough,2013,1,104,59,45
068,Denali Borough,2013,2,104,61,43
068,Denali Borough,2013,3,108,48,60
068,Denali Borough,2013,4,89,42,47
068,Denali Borough,2013,5,47,23,24
068,Denali Borough,2013,6,78,35,43
068,Denali Borough,2013,7,143,70,73
068,Denali Borough,2013,8,128,61,67
068,Denali Borough,2013,9,137,79,58
068,Denali Borough,2013,10,163,81,82
068,Denali Borough,2013,11,167,105,62
068,Denali Borough,2013,12,165,90,75
068,Denali Borough,2013,13,186,126,60
068,Denali Borough,2013,14,66,38,28
068,Denali Borough,2013,15,51,33,18
068,Denali Borough,2013,16,25,13,12
068,Denali Borough,2013,17,18,12,6
068,Denali Borough,2013,18,2,2,0
070,Dillingham Census Area,2013,0,5029,2596,2433
070,Dillingham Census Area,2013,1,495,240,255
070,Dillingham Census Area,2013,2,441,238,203
070,Dillingham Census Area,2013,3,416,218,198
070,Dillingham Census Area,2013,4,433,223,210
070,Dillingham Census Area,2013,5,392,199,193
070,Dillingham Census Area,2013,6,381,200,181
070,Dillingham Census Area,2013,7,295,154,141
070,Dillingham Census Area,2013,8,251,126,125
070,Dillingham Census Area,2013,9,234,122,112
070,Dillingham Census Area,2013,10,302,142,160
070,Dillingham Census Area,2013,11,351,187,164
070,Dillingham Census Area,2013,12,362,193,169
070,Dillingham Census Area,2013,13,279,149,130
070,Dillingham Census Area,2013,14,136,70,66
070,Dillingham Census Area,2013,15,125,60,65
070,Dillingham Census Area,2013,16,55,34,21
070,Dillingham Census Area,2013,17,55,29,26
070,Dillingham Census Area,2013,18,26,12,14
090,Fairbanks North Star Borough,2013,0,100094,52575,47519
090,Fairbanks North Star Borough,2013,1,7563,3898,3665
090,Fairbanks North Star Borough,2013,2,7305,3766,3539
090,Fairbanks North Star Borough,2013,3,6597,3429,3168
090,Fairbanks North Star Borough,2013,4,6209,3295,2914
090,Fairbanks North Star Borough,2013,5,9584,5467,4117
090,Fairbanks North Star Borough,2013,6,8964,4811,4153
090,Fairbanks North Star Borough,2013,7,8112,4363,3749
090,Fairbanks North Star Borough,2013,8,6509,3346,3163
090,Fairbanks North Star Borough,2013,9,6176,3276,2900
090,Fairbanks North Star Borough,2013,10,5835,2907,2928
090,Fairbanks North Star Borough,2013,11,6875,3509,3366
090,Fairbanks North Star Borough,2013,12,6769,3407,3362
090,Fairbanks North Star Borough,2013,13,5507,3021,2486
090,Fairbanks North Star Borough,2013,14,3462,1865,1597
090,Fairbanks North Star Borough,2013,15,2082,1057,1025
090,Fairbanks North Star Borough,2013,16,1116,586,530
090,Fairbanks North Star Borough,2013,17,756,336,420
090,Fairbanks North Star Borough,2013,18,673,236,437
100,Haines Borough,2013,0,2532,1263,1269
100,Haines Borough,2013,1,115,62,53
100,Haines Borough,2013,2,143,66,77
100,Haines Borough,2013,3,130,74,56
100,Haines Borough,2013,4,134,65,69
100,Haines Borough,2013,5,73,44,29
100,Haines Borough,2013,6,126,65,61
100,Haines Borough,2013,7,142,61,81
100,Haines Borough,2013,8,141,73,68
100,Haines Borough,2013,9,159,75,84
100,Haines Borough,2013,10,171,90,81
100,Haines Borough,2013,11,237,118,119
100,Haines Borough,2013,12,273,139,134
100,Haines Borough,2013,13,255,127,128
100,Haines Borough,2013,14,183,95,88
100,Haines Borough,2013,15,93,44,49
100,Haines Borough,2013,16,60,23,37
100,Haines Borough,2013,17,55,21,34
100,Haines Borough,2013,18,42,21,21
105,Hoonah-Angoon Census Area,2013,0,2183,1172,1011
105,Hoonah-Angoon Census Area,2013,1,144,84,60
105,Hoonah-Angoon Census Area,2013,2,122,62,60
105,Hoonah-Angoon Census Area,2013,3,115,39,76
105,Hoonah-Angoon Census Area,2013,4,102,54,48
105,Hoonah-Angoon Census Area,2013,5,81,49,32
105,Hoonah-Angoon Census Area,2013,6,124,68,56
105,Hoonah-Angoon Census Area,2013,7,113,57,56
105,Hoonah-Angoon Census Area,2013,8,123,55,68
105,Hoonah-Angoon Census Area,2013,9,116,72,44
105,Hoonah-Angoon Census Area,2013,10,137,71,66
105,Hoonah-Angoon Census Area,2013,11,218,111,107
105,Hoonah-Angoon Census Area,2013,12,211,114,97
105,Hoonah-Angoon Census Area,2013,13,239,125,114
105,Hoonah-Angoon Census Area,2013,14,141,96,45
105,Hoonah-Angoon Census Area,2013,15,94,52,42
105,Hoonah-Angoon Census Area,2013,16,65,43,22
105,Hoonah-Angoon Census Area,2013,17,22,14,8
105,Hoonah-Angoon Census Area,2013,18,16,6,10
110,Juneau City and Borough,2013,0,32963,16738,16225
110,Juneau City and Borough,2013,1,2014,1037,977
110,Juneau City and Borough,2013,2,2122,1050,1072
110,Juneau City and Borough,2013,3,2072,1071,1001
110,Juneau City and Borough,2013,4,2022,1078,944
110,Juneau City and Borough,2013,5,2073,1043,1030
110,Juneau City and Borough,2013,6,2530,1276,1254
110,Juneau City and Borough,2013,7,2441,1270,1171
110,Juneau City and Borough,2013,8,2090,1053,1037
110,Juneau City and Borough,2013,9,2225,1127,1098
110,Juneau City and Borough,2013,10,2375,1206,1169
110,Juneau City and Borough,2013,11,2902,1515,1387
110,Juneau City and Borough,2013,12,2650,1343,1307
110,Juneau City and Borough,2013,13,2197,1118,1079
110,Juneau City and Borough,2013,14,1401,732,669
110,Juneau City and Borough,2013,15,810,395,415
110,Juneau City and Borough,2013,16,471,205,266
110,Juneau City and Borough,2013,17,289,121,168
110,Juneau City and Borough,2013,18,279,98,181
122,Kenai Peninsula Borough,2013,0,56909,29498,27411
122,Kenai Peninsula Borough,2013,1,3573,1795,1778
122,Kenai Peninsula Borough,2013,2,3546,1774,1772
122,Kenai Peninsula Borough,2013,3,3726,1832,1894
122,Kenai Peninsula Borough,2013,4,3677,1946,1731
122,Kenai Peninsula Borough,2013,5,2997,1667,1330
122,Kenai Peninsula Borough,2013,6,3274,1772,1502
122,Kenai Peninsula Borough,2013,7,3393,1748,1645
122,Kenai Peninsula Borough,2013,8,3263,1736,1527
122,Kenai Peninsula Borough,2013,9,3488,1854,1634
122,Kenai Peninsula Borough,2013,10,3675,1853,1822
122,Kenai Peninsula Borough,2013,11,4732,2434,2298
122,Kenai Peninsula Borough,2013,12,5255,2620,2635
122,Kenai Peninsula Borough,2013,13,4533,2437,2096
122,Kenai Peninsula Borough,2013,14,3117,1708,1409
122,Kenai Peninsula Borough,2013,15,2076,1101,975
122,Kenai Peninsula Borough,2013,16,1187,605,582
122,Kenai Peninsula Borough,2013,17,723,353,370
122,Kenai Peninsula Borough,2013,18,674,263,411
130,Ketchikan Gateway Borough,2013,0,13847,7068,6779
130,Ketchikan Gateway Borough,2013,1,870,423,447
130,Ketchikan Gateway Borough,2013,2,882,470,412
130,Ketchikan Gateway Borough,2013,3,887,465,422
130,Ketchikan Gateway Borough,2013,4,891,458,433
130,Ketchikan Gateway Borough,2013,5,857,462,395
130,Ketchikan Gateway Borough,2013,6,905,473,432
130,Ketchikan Gateway Borough,2013,7,903,474,429
130,Ketchikan Gateway Borough,2013,8,823,392,431
130,Ketchikan Gateway Borough,2013,9,839,403,436
130,Ketchikan Gateway Borough,2013,10,941,474,467
130,Ketchikan Gateway Borough,2013,11,1176,630,546
130,Ketchikan Gateway Borough,2013,12,1210,613,597
130,Ketchikan Gateway Borough,2013,13,955,481,474
130,Ketchikan Gateway Borough,2013,14,677,339,338
130,Ketchikan Gateway Borough,2013,15,433,229,204
130,Ketchikan Gateway Borough,2013,16,258,140,118
130,Ketchikan Gateway Borough,2013,17,169,72,97
130,Ketchikan Gateway Borough,2013,18,171,70,101
150,Kodiak Island Borough,2013,0,13823,7239,6584
150,Kodiak Island Borough,2013,1,1117,566,551
150,Kodiak Island Borough,2013,2,981,497,484
150,Kodiak Island Borough,2013,3,1051,548,503
150,Kodiak Island Borough,2013,4,957,505,452
150,Kodiak Island Borough,2013,5,988,555,433
150,Kodiak Island Borough,2013,6,1111,605,506
150,Kodiak Island Borough,2013,7,1054,540,514
150,Kodiak Island Borough,2013,8,856,444,412
150,Kodiak Island Borough,2013,9,809,410,399
150,Kodiak Island Borough,2013,10,935,490,445
150,Kodiak Island Borough,2013,11,1030,554,476
150,Kodiak Island Borough,2013,12,1079,584,495
150,Kodiak Island Borough,2013,13,723,392,331
150,Kodiak Island Borough,2013,14,505,250,255
150,Kodiak Island Borough,2013,15,290,150,140
150,Kodiak Island Borough,2013,16,162,81,81
150,Kodiak Island Borough,2013,17,98,40,58
150,Kodiak Island Borough,2013,18,77,28,49
158,Kusilvak Census Area,2013,0,7952,4172,3780
158,Kusilvak Census Area,2013,1,954,519,435
158,Kusilvak Census Area,2013,2,885,466,419
158,Kusilvak Census Area,2013,3,870,439,431
158,Kusilvak Census Area,2013,4,789,407,382
158,Kusilvak Census Area,2013,5,821,434,387
158,Kusilvak Census Area,2013,6,638,327,311
158,Kusilvak Census Area,2013,7,424,228,196
158,Kusilvak Census Area,2013,8,381,208,173
158,Kusilvak Census Area,2013,9,367,176,191
158,Kusilvak Census Area,2013,10,416,222,194
158,Kusilvak Census Area,2013,11,398,214,184
158,Kusilvak Census Area,2013,12,332,192,140
158,Kusilvak Census Area,2013,13,245,131,114
158,Kusilvak Census Area,2013,14,185,103,82
158,Kusilvak Census Area,2013,15,90,44,46
158,Kusilvak Census Area,2013,16,83,33,50
158,Kusilvak Census Area,2013,17,49,20,29
158,Kusilvak Census Area,2013,18,25,9,16
164,Lake and Peninsula Borough,2013,0,1700,911,789
164,Lake and Peninsula Borough,2013,1,156,84,72
164,Lake and Peninsula Borough,2013,2,149,80,69
164,Lake and Peninsula Borough,2013,3,106,47,59
164,Lake and Peninsula Borough,2013,4,128,72,56
164,Lake and Peninsula Borough,2013,5,132,63,69
164,Lake and Peninsula Borough,2013,6,129,69,60
164,Lake and Peninsula Borough,2013,7,133,70,63
164,Lake and Peninsula Borough,2013,8,105,51,54
164,Lake and Peninsula Borough,2013,9,56,35,21
164,Lake and Peninsula Borough,2013,10,107,58,49
164,Lake and Peninsula Borough,2013,11,144,88,56
164,Lake and Peninsula Borough,2013,12,127,73,54
164,Lake and Peninsula Borough,2013,13,84,41,43
164,Lake and Peninsula Borough,2013,14,57,35,22
164,Lake and Peninsula Borough,2013,15,42,20,22
164,Lake and Peninsula Borough,2013,16,19,11,8
164,Lake and Peninsula Borough,2013,17,17,12,5
164,Lake and Peninsula Borough,2013,18,9,2,7
170,Matanuska-Susitna Borough,2013,0,95948,49365,46583
170,Matanuska-Susitna Borough,2013,1,7186,3718,3468
170,Matanuska-Susitna Borough,2013,2,7950,4060,3890
170,Matanuska-Susitna Borough,2013,3,7528,3905,3623
170,Matanuska-Susitna Borough,2013,4,7043,3765,3278
170,Matanuska-Susitna Borough,2013,5,5398,2842,2556
170,Matanuska-Susitna Borough,2013,6,6155,3040,3115
170,Matanuska-Susitna Borough,2013,7,6501,3255,3246
170,Matanuska-Susitna Borough,2013,8,6051,3142,2909
170,Matanuska-Susitna Borough,2013,9,6509,3294,3215
170,Matanuska-Susitna Borough,2013,10,6398,3325,3073
170,Matanuska-Susitna Borough,2013,11,7507,3845,3662
170,Matanuska-Susitna Borough,2013,12,7074,3719,3355
170,Matanuska-Susitna Borough,2013,13,5692,2918,2774
170,Matanuska-Susitna Borough,2013,14,3620,1871,1749
170,Matanuska-Susitna Borough,2013,15,2383,1287,1096
170,Matanuska-Susitna Borough,2013,16,1389,703,686
170,Matanuska-Susitna Borough,2013,17,894,432,462
170,Matanuska-Susitna Borough,2013,18,670,244,426
180,Nome Census Area,2013,0,9874,5255,4619
180,Nome Census Area,2013,1,1053,564,489
180,Nome Census Area,2013,2,949,486,463
180,Nome Census Area,2013,3,920,474,446
180,Nome Census Area,2013,4,766,417,349
180,Nome Census Area,2013,5,832,435,397
180,Nome Census Area,2013,6,767,407,360
180,Nome Census Area,2013,7,629,333,296
180,Nome Census Area,2013,8,578,298,280
180,Nome Census Area,2013,9,527,291,236
180,Nome Census Area,2013,10,542,302,240
180,Nome Census Area,2013,11,640,352,288
180,Nome Census Area,2013,12,549,288,261
180,Nome Census Area,2013,13,458,250,208
180,Nome Census Area,2013,14,290,176,114
180,Nome Census Area,2013,15,144,85,59
180,Nome Census Area,2013,16,116,46,70
180,Nome Census Area,2013,17,76,33,43
180,Nome Census Area,2013,18,38,18,20
185,North Slope Borough,2013,0,9876,6121,3755
185,North Slope Borough,2013,1,775,373,402
185,North Slope Borough,2013,2,745,397,348
185,North Slope Borough,2013,3,621,319,302
185,North Slope Borough,2013,4,537,296,241
185,North Slope Borough,2013,5,795,457,338
185,North Slope Borough,2013,6,858,523,335
185,North Slope Borough,2013,7,789,519,270
185,North Slope Borough,2013,8,635,436,199
185,North Slope Borough,2013,9,521,337,184
185,North Slope Borough,2013,10,806,579,227
185,North Slope Borough,2013,11,886,571,315
185,North Slope Borough,2013,12,927,678,249
185,North Slope Borough,2013,13,542,381,161
185,North Slope Borough,2013,14,217,146,71
185,North Slope Borough,2013,15,93,54,39
185,North Slope Borough,2013,16,62,24,38
185,North Slope Borough,2013,17,45,21,24
185,North Slope Borough,2013,18,22,10,12
188,Northwest Arctic Borough,2013,0,7809,4180,3629
188,Northwest Arctic Borough,2013,1,895,483,412
188,Northwest Arctic Borough,2013,2,781,398,383
188,Northwest Arctic Borough,2013,3,713,345,368
188,Northwest Arctic Borough,2013,4,632,319,313
188,Northwest Arctic Borough,2013,5,720,401,319
188,Northwest Arctic Borough,2013,6,622,324,298
188,Northwest Arctic Borough,2013,7,546,303,243
188,Northwest Arctic Borough,2013,8,388,218,170
188,Northwest Arctic Borough,2013,9,389,206,183
188,Northwest Arctic Borough,2013,10,441,264,177
188,Northwest Arctic Borough,2013,11,466,266,200
188,Northwest Arctic Borough,2013,12,402,237,165
188,Northwest Arctic Borough,2013,13,298,181,117
188,Northwest Arctic Borough,2013,14,207,98,109
188,Northwest Arctic Borough,2013,15,116,65,51
188,Northwest Arctic Borough,2013,16,84,40,44
188,Northwest Arctic Borough,2013,17,62,19,43
188,Northwest Arctic Borough,2013,18,47,13,34
195,Petersburg Borough,2013,0,3202,1653,1549
195,Petersburg Borough,2013,1,240,116,124
195,Petersburg Borough,2013,2,165,81,84
195,Petersburg Borough,2013,3,221,112,109
195,Petersburg Borough,2013,4,174,100,74
195,Petersburg Borough,2013,5,141,64,77
195,Petersburg Borough,2013,6,200,91,109
195,Petersburg Borough,2013,7,192,103,89
195,Petersburg Borough,2013,8,176,88,88
195,Petersburg Borough,2013,9,204,103,101
195,Petersburg Borough,2013,10,218,116,102
195,Petersburg Borough,2013,11,241,121,120
195,Petersburg Borough,2013,12,297,146,151
195,Petersburg Borough,2013,13,272,153,119
195,Petersburg Borough,2013,14,208,128,80
195,Petersburg Borough,2013,15,106,60,46
195,Petersburg Borough,2013,16,61,35,26
195,Petersburg Borough,2013,17,43,15,28
195,Petersburg Borough,2013,18,43,21,22
198,Prince of Wales-Hyder Census Area,2013,0,6515,3535,2980
198,Prince of Wales-Hyder Census Area,2013,1,459,202,257
198,Prince of Wales-Hyder Census Area,2013,2,482,258,224
198,Prince of Wales-Hyder Census Area,2013,3,452,243,209
198,Prince of Wales-Hyder Census Area,2013,4,404,224,180
198,Prince of Wales-Hyder Census Area,2013,5,341,204,137
198,Prince of Wales-Hyder Census Area,2013,6,343,177,166
198,Prince of Wales-Hyder Census Area,2013,7,394,213,181
198,Prince of Wales-Hyder Census Area,2013,8,374,190,184
198,Prince of Wales-Hyder Census Area,2013,9,400,193,207
198,Prince of Wales-Hyder Census Area,2013,10,469,274,195
198,Prince of Wales-Hyder Census Area,2013,11,580,317,263
198,Prince of Wales-Hyder Census Area,2013,12,557,301,256
198,Prince of Wales-Hyder Census Area,2013,13,501,296,205
198,Prince of Wales-Hyder Census Area,2013,14,344,205,139
198,Prince of Wales-Hyder Census Area,2013,15,196,115,81
198,Prince of Wales-Hyder Census Area,2013,16,121,78,43
198,Prince of Wales-Hyder Census Area,2013,17,67,26,41
198,Prince of Wales-Hyder Census Area,2013,18,31,19,12
220,Sitka City and Borough,2013,0,9066,4506,4560
220,Sitka City and Borough,2013,1,585,281,304
220,Sitka City and Borough,2013,2,604,335,269
220,Sitka City and Borough,2013,3,563,297,266
220,Sitka City and Borough,2013,4,515,258,257
220,Sitka City and Borough,2013,5,484,242,242
220,Sitka City and Borough,2013,6,620,256,364
220,Sitka City and Borough,2013,7,654,337,317
220,Sitka City and Borough,2013,8,614,330,284
220,Sitka City and Borough,2013,9,579,281,298
220,Sitka City and Borough,2013,10,549,287,262
220,Sitka City and Borough,2013,11,701,366,335
220,Sitka City and Borough,2013,12,774,370,404
220,Sitka City and Borough,2013,13,632,332,300
220,Sitka City and Borough,2013,14,403,206,197
220,Sitka City and Borough,2013,15,262,133,129
220,Sitka City and Borough,2013,16,240,100,140
220,Sitka City and Borough,2013,17,125,52,73
220,Sitka City and Borough,2013,18,162,43,119
230,"Skagway Borough, Municipality",2013,0,983,510,473
230,"Skagway Borough, Municipality",2013,1,60,27,33
230,"Skagway Borough, Municipality",2013,2,44,28,16
230,"Skagway Borough, Municipality",2013,3,26,12,14
