SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE
50,12,33,Florida,Escambia County,4,5,25631,13812,11819
50,12,33,Florida,Escambia County,4,6,18921,10202,8719
50,12,33,Florida,Escambia County,4,7,19480,10226,9254
50,12,33,Florida,Escambia County,4,8,20521,10437,10084
50,12,33,Florida,Escambia County,4,9,22434,11087,11347
50,12,33,Florida,Escambia County,4,10,20761,10171,10590
50,12,33,Florida,Escambia County,4,11,19145,9141,10004
50,12,33,Florida,Escambia County,4,12,16320,7751,8569
50,12,33,Florida,Escambia County,4,13,13141,6189,6952
50,12,33,Florida,Escambia County,4,14,11267,5173,6094
50,12,33,Florida,Escambia County,4,15,10177,4508,5669
50,12,33,Florida,Escambia County,4,16,8394,3389,5005
50,12,33,Florida,Escambia County,4,17,5795,2283,3512
50,12,33,Florida,Escambia County,4,18,4314,1288,3026
50,12,33,Florida,Escambia County,4,99,297568,148515,149053
50,12,33,Florida,Escambia County,5,0,3763,1962,1801
50,12,33,Florida,Escambia County,5,1,14221,7252,6969
50,12,33,Florida,Escambia County,5,2,17489,8971,8518
50,12,33,Florida,Escambia County,5,3,19981,10149,9832
50,12,33,Florida,Escambia County,5,4,24773,13856,10917
50,12,33,Florida,Escambia County,5,5,25362,13493,11869
50,12,33,Florida,Escambia County,5,6,18783,9997,8786
50,12,33,Florida,Escambia County,5,7,19002,9927,9075
50,12,33,Florida,Escambia County,5,8,19206,9703,9503
50,12,33,Florida,Escambia County,5,9,22146,10870,11276
50,12,33,Florida,Escambia County,5,10,21429,10455,10974
50,12,33,Florida,Escambia County,5,11,19323,9331,9992
50,12,33,Florida,Escambia County,5,12,16961,8071,8890
50,12,33,Florida,Escambia County,5,13,13781,6453,7328
50,12,33,Florida,Escambia County,5,14,11464,5363,6101
50,12,33,Florida,Escambia County,5,15,10212,4514,5698
50,12,33,Florida,Escambia County,5,16,8426,3401,5025
50,12,33,Florida,Escambia County,5,17,5899,2307,3592
50,12,33,Florida,Escambia County,5,18,4382,1348,3034
50,12,33,Florida,Escambia County,5,99,296603,147423,149180
50,12,33,Florida,Escambia County,6,0,3808,1912,1896
50,12,33,Florida,Escambia County,6,1,14470,7490,6980
50,12,33,Florida,Escambia County,6,2,17205,8717,8488
50,12,33,Florida,Escambia County,6,3,19867,10157,9710
50,12,33,Florida,Escambia County,6,4,24529,13546,10983
50,12,33,Florida,Escambia County,6,5,25962,13843,12119
50,12,33,Florida,Escambia County,6,6,19025,10002,9023
50,12,33,Florida,Escambia County,6,7,18625,9718,8907
50,12,33,Florida,Escambia County,6,8,18659,9375,9284
50,12,33,Florida,Escambia County,6,9,21949,10689,11260
50,12,33,Florida,Escambia County,6,10,21858,10736,11122
50,12,33,Florida,Escambia County,6,11,19763,9466,10297
50,12,33,Florida,Escambia County,6,12,17559,8384,9175
50,12,33,Florida,Escambia County,6,13,14232,6631,7601
50,12,33,Florida,Escambia County,6,14,11926,5647,6279
50,12,33,Florida,Escambia County,6,15,9964,4403,5561
50,12,33,Florida,Escambia County,6,16,8364,3394,4970
50,12,33,Florida,Escambia County,6,17,5966,2310,3656
50,12,33,Florida,Escambia County,6,18,4494,1439,3055
50,12,33,Florida,Escambia County,6,99,298225,147859,150366
50,12,33,Florida,Escambia County,7,0,3749,1943,1806
50,12,33,Florida,Escambia County,7,1,14451,7359,7092
50,12,33,Florida,Escambia County,7,2,16879,8605,8274
50,12,33,Florida,Escambia County,7,3,19198,9844,9354
50,12,33,Florida,Escambia County,7,4,24531,13412,11119
50,12,33,Florida,Escambia County,7,5,26157,14060,12097
50,12,33,Florida,Escambia County,7,6,19338,10014,9324
50,12,33,Florida,Escambia County,7,7,17918,9278,8640
50,12,33,Florida,Escambia County,7,8,18178,9201,8977
50,12,33,Florida,Escambia County,7,9,21204,10298,10906
50,12,33,Florida,Escambia County,7,10,22284,11022,11262
50,12,33,Florida,Escambia County,7,11,20181,9666,10515
50,12,33,Florida,Escambia County,7,12,18517,8855,9662
50,12,33,Florida,Escambia County,7,13,14592,6816,7776
50,12,33,Florida,Escambia County,7,14,12046,5688,6358
50,12,33,Florida,Escambia County,7,15,9997,4404,5593
50,12,33,Florida,Escambia County,7,16,8409,3458,4951
50,12,33,Florida,Escambia County,7,17,6047,2369,3678
50,12,33,Florida,Escambia County,7,18,4663,1480,3183
50,12,33,Florida,Escambia County,7,99,298339,147772,150567
50,12,33,Florida,Escambia County,8,0,3998,1992,2006
50,12,33,Florida,Escambia County,8,1,14352,7342,7010
50,12,33,Florida,Escambia County,8,2,17006,8662,8344
50,12,33,Florida,Escambia County,8,3,18722,9615,9107
50,12,33,Florida,Escambia County,8,4,25058,13665,11393
50,12,33,Florida,Escambia County,8,5,27173,14842,12331
50,12,33,Florida,Escambia County,8,6,20245,10488,9757
50,12,33,Florida,Escambia County,8,7,17327,9108,8219
50,12,33,Florida,Escambia County,8,8,18073,9176,8897
50,12,33,Florida,Escambia County,8,9,20667,10161,10506
50,12,33,Florida,Escambia County,8,10,22415,11142,11273
50,12,33,Florida,Escambia County,8,11,20560,9914,10646
50,12,33,Florida,Escambia County,8,12,19347,9243,10104
50,12,33,Florida,Escambia County,8,13,14631,6852,7779
50,12,33,Florida,Escambia County,8,14,11931,5584,6347
50,12,33,Florida,Escambia County,8,15,9832,4331,5501
50,12,33,Florida,Escambia County,8,16,8229,3470,4759
50,12,33,Florida,Escambia County,8,17,6043,2333,3710
50,12,33,Florida,Escambia County,8,18,4786,1562,3224
50,12,33,Florida,Escambia County,8,99,300395,149482,150913
50,12,33,Florida,Escambia County,9,0,3973,2011,1962
50,12,33,Florida,Escambia County,9,1,14541,7460,7081
50,12,33,Florida,Escambia County,9,2,16947,8654,8293
50,12,33,Florida,Escambia County,9,3,18110,9291,8819
50,12,33,Florida,Escambia County,9,4,24166,13011,11155
50,12,33,Florida,Escambia County,9,5,26237,14059,12178
50,12,33,Florida,Escambia County,9,6,20444,10415,10029
50,12,33,Florida,Escambia County,9,7,16801,8796,8005
50,12,33,Florida,Escambia County,9,8,17831,8953,8878
50,12,33,Florida,Escambia County,9,9,19387,9541,9846
50,12,33,Florida,Escambia County,9,10,22356,11107,11249
50,12,33,Florida,Escambia County,9,11,20848,10056,10792
50,12,33,Florida,Escambia County,9,12,19023,9082,9941
50,12,33,Florida,Escambia County,9,13,15650,7358,8292
50,12,33,Florida,Escambia County,9,14,12134,5637,6497
50,12,33,Florida,Escambia County,9,15,9735,4329,5406
50,12,33,Florida,Escambia County,9,16,8277,3567,4710
50,12,33,Florida,Escambia County,9,17,6001,2297,3704
50,12,33,Florida,Escambia County,9,18,4932,1629,3303
50,12,33,Florida,Escambia County,9,99,297393,147253,150140
50,12,33,Florida,Escambia County,10,0,3864,1954,1910
50,12,33,Florida,Escambia County,10,1,14737,7440,7297
50,12,33,Florida,Escambia County,10,2,16960,8701,8259
50,12,33,Florida,Escambia County,10,3,17509,8904,8605
50,12,33,Florida,Escambia County,10,4,23976,12859,11117
50,12,33,Florida,Escambia County,10,5,26292,13932,12360
50,12,33,Florida,Escambia County,10,6,20563,10535,10028
50,12,33,Florida,Escambia County,10,7,16652,8643,8009
50,12,33,Florida,Escambia County,10,8,17445,8844,8601
50,12,33,Florida,Escambia County,10,9,18425,9137,9288
50,12,33,Florida,Escambia County,10,10,21964,10895,11069
50,12,33,Florida,Escambia County,10,11,21415,10357,11058
50,12,33,Florida,Escambia County,10,12,18963,9088,9875
50,12,33,Florida,Escambia County,10,13,16200,7645,8555
50,12,33,Florida,Escambia County,10,14,12619,5779,6840
50,12,33,Florida,Escambia County,10,15,9904,4479,5425
50,12,33,Florida,Escambia County,10,16,8247,3569,4678
50,12,33,Florida,Escambia County,10,17,6004,2270,3734
50,12,33,Florida,Escambia County,10,18,5115,1741,3374
50,12,33,Florida,Escambia County,10,99,296854,146772,150082
50,12,33,Florida,Escambia County,11,0,3798,1918,1880
50,12,33,Florida,Escambia County,11,1,14924,7537,7387
50,12,33,Florida,Escambia County,11,2,17055,8711,8344
50,12,33,Florida,Escambia County,11,3,17122,8672,8450
50,12,33,Florida,Escambia County,11,4,23817,12815,11002
50,12,33,Florida,Escambia County,11,5,26268,13897,12371
50,12,33,Florida,Escambia County,11,6,20785,10700,10085
50,12,33,Florida,Escambia County,11,7,16775,8569,8206
50,12,33,Florida,Escambia County,11,8,17078,8704,8374
50,12,33,Florida,Escambia County,11,9,17796,8835,8961
50,12,33,Florida,Escambia County,11,10,21590,10742,10848
50,12,33,Florida,Escambia County,11,11,21667,10558,11109
50,12,33,Florida,Escambia County,11,12,19196,9153,10043
50,12,33,Florida,Escambia County,11,13,16673,7847,8826
50,12,33,Florida,Escambia County,11,14,13013,5978,7035
50,12,33,Florida,Escambia County,11,15,10186,4680,5506
50,12,33,Florida,Escambia County,11,16,8067,3463,4604
50,12,33,Florida,Escambia County,11,17,5962,2305,3657
50,12,33,Florida,Escambia County,11,18,5243,1771,3472
50,12,33,Florida,Escambia County,11,99,297015,146855,150160
50,12,33,Florida,Escambia County,12,0,3782,1913,1869
50,12,33,Florida,Escambia County,12,1,15005,7563,7442
50,12,33,Florida,Escambia County,12,2,17210,8793,8417
50,12,33,Florida,Escambia County,12,3,17092,8664,8428
50,12,33,Florida,Escambia County,12,4,23216,12492,10724
50,12,33,Florida,Escambia County,12,5,26402,13838,12564
50,12,33,Florida,Escambia County,12,6,20975,10896,10079
50,12,33,Florida,Escambia County,12,7,17141,8736,8405
50,12,33,Florida,Escambia County,12,8,16632,8443,8189
50,12,33,Florida,Escambia County,12,9,17380,8650,8730
50,12,33,Florida,Escambia County,12,10,21194,10554,10640
50,12,33,Florida,Escambia County,12,11,22000,10779,11221
50,12,33,Florida,Escambia County,12,12,19379,9224,10155
50,12,33,Florida,Escambia County,12,13,17282,8136,9146
50,12,33,Florida,Escambia County,12,14,13276,6099,7177
50,12,33,Florida,Escambia County,12,15,10208,4673,5535
50,12,33,Florida,Escambia County,12,16,8097,3483,4614
50,12,33,Florida,Escambia County,12,17,6019,2377,3642
50,12,33,Florida,Escambia County,12,18,5329,1806,3523
50,12,33,Florida,Escambia County,12,99,297619,147119,150500
50,12,33,Florida,Escambia County,13,0,3788,1918,1870
50,12,33,Florida,Escambia County,13,1,14986,7550,7436
50,12,33,Florida,Escambia County,13,2,17210,8793,8417
50,12,33,Florida,Escambia County,13,3,17072,8651,8421
50,12,33,Florida,Escambia County,13,4,23114,12435,10679
50,12,33,Florida,Escambia County,13,5,26474,13878,12596
50,12,33,Florida,Escambia County,13,6,21028,10935,10093
50,12,33,Florida,Escambia County,13,7,17273,8807,8466
50,12,33,Florida,Escambia County,13,8,16525,8391,8134
50,12,33,Florida,Escambia County,13,9,17365,8635,8730
50,12,33,Florida,Escambia County,13,10,21119,10518,10601
50,12,33,Florida,Escambia County,13,11,22053,10809,11244
50,12,33,Florida,Escambia County,13,12,19478,9270,10208
50,12,33,Florida,Escambia County,13,13,17453,8214,9239
50,12,33,Florida,Escambia County,13,14,13359,6134,7225
50,12,33,Florida,Escambia County,13,15,10264,4700,5564
50,12,33,Florida,Escambia County,13,16,8090,3481,4609
50,12,33,Florida,Escambia County,13,17,6027,2388,3639
50,12,33,Florida,Escambia County,13,18,5365,1823,3542
50,12,33,Florida,Escambia County,13,99,298043,147330,150713
50,12,35,Florida,Flagler County,1,0,371,180,191
50,12,35,Florida,Flagler County,1,1,1688,868,820
50,12,35,Florida,Flagler County,1,2,2381,1197,1184
50,12,35,Florida,Flagler County,1,3,2815,1448,1367
50,12,35,Florida,Flagler County,1,4,2504,1290,1214
50,12,35,Florida,Flagler County,1,5,1559,797,762
50,12,35,Florida,Flagler County,1,6,1762,858,904
50,12,35,Florida,Flagler County,1,7,2253,1088,1165
50,12,35,Florida,Flagler County,1,8,2886,1358,1528
50,12,35,Florida,Flagler County,1,9,3231,1502,1729
50,12,35,Florida,Flagler County,1,10,3234,1521,1713
50,12,35,Florida,Flagler County,1,11,3365,1529,1836
50,12,35,Florida,Flagler County,1,12,3506,1582,1924
50,12,35,Florida,Flagler County,1,13,3999,1827,2172
50,12,35,Florida,Flagler County,1,14,4354,2125,2229
50,12,35,Florida,Flagler County,1,15,4148,1998,2150
50,12,35,Florida,Flagler County,1,16,3246,1622,1624
50,12,35,Florida,Flagler County,1,17,1553,743,810
50,12,35,Florida,Flagler County,1,18,963,346,617
50,12,35,Florida,Flagler County,1,99,49818,23879,25939
50,12,35,Florida,Flagler County,2,0,381,186,195
50,12,35,Florida,Flagler County,2,1,1706,875,831
50,12,35,Florida,Flagler County,2,2,2404,1207,1197
50,12,35,Florida,Flagler County,2,3,2863,1470,1393
50,12,35,Florida,Flagler County,2,4,2553,1317,1236
50,12,35,Florida,Flagler County,2,5,1602,819,783
50,12,35,Florida,Flagler County,2,6,1769,860,909
50,12,35,Florida,Flagler County,2,7,2278,1102,1176
50,12,35,Florida,Flagler County,2,8,2912,1370,1542
50,12,35,Florida,Flagler County,2,9,3278,1524,1754
50,12,35,Florida,Flagler County,2,10,3293,1550,1743
50,12,35,Florida,Flagler County,2,11,3449,1568,1881
50,12,35,Florida,Flagler County,2,12,3582,1618,1964
50,12,35,Florida,Flagler County,2,13,4069,1859,2210
50,12,35,Florida,Flagler County,2,14,4384,2142,2242
50,12,35,Florida,Flagler County,2,15,4187,2023,2164
50,12,35,Florida,Flagler County,2,16,3285,1644,1641
50,12,35,Florida,Flagler County,2,17,1581,757,824
50,12,35,Florida,Flagler County,2,18,1003,357,646
50,12,35,Florida,Flagler County,2,99,50579,24248,26331
50,12,35,Florida,Flagler County,3,0,414,212,202
50,12,35,Florida,Flagler County,3,1,1807,935,872
50,12,35,Florida,Flagler County,3,2,2591,1302,1289
50,12,35,Florida,Flagler County,3,3,3062,1584,1478
50,12,35,Florida,Flagler County,3,4,2784,1428,1356
50,12,35,Florida,Flagler County,3,5,1840,962,878
50,12,35,Florida,Flagler County,3,6,1928,935,993
50,12,35,Florida,Flagler County,3,7,2436,1154,1282
50,12,35,Florida,Flagler County,3,8,3058,1439,1619
50,12,35,Florida,Flagler County,3,9,3510,1655,1855
50,12,35,Florida,Flagler County,3,10,3538,1643,1895
50,12,35,Florida,Flagler County,3,11,3770,1732,2038
50,12,35,Florida,Flagler County,3,12,3805,1755,2050
50,12,35,Florida,Flagler County,3,13,4285,1967,2318
50,12,35,Florida,Flagler County,3,14,4594,2239,2355
50,12,35,Florida,Flagler County,3,15,4283,2094,2189
50,12,35,Florida,Flagler County,3,16,3288,1602,1686
50,12,35,Florida,Flagler County,3,17,1820,890,930
50,12,35,Florida,Flagler County,3,18,1131,419,712
50,12,35,Florida,Flagler County,3,99,53944,25947,27997
50,12,35,Florida,Flagler County,4,0,493,248,245
50,12,35,Florida,Flagler County,4,1,1963,997,966
50,12,35,Florida,Flagler County,4,2,2731,1366,1365
50,12,35,Florida,Flagler County,4,3,3244,1677,1567
50,12,35,Florida,Flagler County,4,4,3056,1544,1512
50,12,35,Florida,Flagler County,4,5,2048,1074,974
50,12,35,Florida,Flagler County,4,6,2073,969,1104
50,12,35,Florida,Flagler County,4,7,2616,1262,1354
50,12,35,Florida,Flagler County,4,8,3221,1550,1671
50,12,35,Florida,Flagler County,4,9,3697,1745,1952
50,12,35,Florida,Flagler County,4,10,3831,1762,2069
50,12,35,Florida,Flagler County,4,11,3936,1778,2158
50,12,35,Florida,Flagler County,4,12,4431,2063,2368
50,12,35,Florida,Flagler County,4,13,4696,2196,2500
50,12,35,Florida,Flagler County,4,14,4733,2333,2400
50,12,35,Florida,Flagler County,4,15,4459,2194,2265
50,12,35,Florida,Flagler County,4,16,3458,1675,1783
50,12,35,Florida,Flagler County,4,17,1983,1008,975
50,12,35,Florida,Flagler County,4,18,1236,449,787
50,12,35,Florida,Flagler County,4,99,57905,27890,30015
50,12,35,Florida,Flagler County,5,0,590,293,297
50,12,35,Florida,Flagler County,5,1,2145,1091,1054
50,12,35,Florida,Flagler County,5,2,3034,1518,1516
50,12,35,Florida,Flagler County,5,3,3515,1831,1684
50,12,35,Florida,Flagler County,5,4,3280,1700,1580
50,12,35,Florida,Flagler County,5,5,2335,1195,1140
50,12,35,Florida,Flagler County,5,6,2326,1130,1196
50,12,35,Florida,Flagler County,5,7,2869,1392,1477
50,12,35,Florida,Flagler County,5,8,3450,1649,1801
50,12,35,Florida,Flagler County,5,9,3960,1893,2067
50,12,35,Florida,Flagler County,5,10,4223,1964,2259
50,12,35,Florida,Flagler County,5,11,4264,1910,2354
50,12,35,Florida,Flagler County,5,12,4869,2242,2627
50,12,35,Florida,Flagler County,5,13,5230,2461,2769
50,12,35,Florida,Flagler County,5,14,5094,2508,2586
50,12,35,Florida,Flagler County,5,15,4665,2357,2308
50,12,35,Florida,Flagler County,5,16,3691,1749,1942
50,12,35,Florida,Flagler County,5,17,2088,1071,1017
50,12,35,Florida,Flagler County,5,18,1319,465,854
50,12,35,Florida,Flagler County,5,99,62947,30419,32528
50,12,35,Florida,Flagler County,6,0,592,300,292
50,12,35,Florida,Flagler County,6,1,2520,1255,1265
50,12,35,Florida,Flagler County,6,2,3353,1700,1653
50,12,35,Florida,Flagler County,6,3,3949,2035,1914
50,12,35,Florida,Flagler County,6,4,3635,1918,1717
50,12,35,Florida,Flagler County,6,5,2686,1353,1333
50,12,35,Florida,Flagler County,6,6,2599,1262,1337
50,12,35,Florida,Flagler County,6,7,3256,1584,1672
50,12,35,Florida,Flagler County,6,8,3779,1825,1954
50,12,35,Florida,Flagler County,6,9,4442,2091,2351
50,12,35,Florida,Flagler County,6,10,4686,2177,2509
50,12,35,Florida,Flagler County,6,11,4778,2171,2607
50,12,35,Florida,Flagler County,6,12,5557,2519,3038
50,12,35,Florida,Flagler County,6,13,5684,2690,2994
50,12,35,Florida,Flagler County,6,14,5536,2712,2824
50,12,35,Florida,Flagler County,6,15,4801,2452,2349
50,12,35,Florida,Flagler County,6,16,3807,1796,2011
50,12,35,Florida,Flagler County,6,17,2327,1142,1185
50,12,35,Florida,Flagler County,6,18,1400,531,869
50,12,35,Florida,Flagler County,6,99,69387,33513,35874
50,12,35,Florida,Flagler County,7,0,756,400,356
50,12,35,Florida,Flagler County,7,1,2885,1409,1476
50,12,35,Florida,Flagler County,7,2,3883,1999,1884
50,12,35,Florida,Flagler County,7,3,4424,2229,2195
50,12,35,Florida,Flagler County,7,4,4124,2170,1954
50,12,35,Florida,Flagler County,7,5,3105,1553,1552
50,12,35,Florida,Flagler County,7,6,3098,1498,1600
50,12,35,Florida,Flagler County,7,7,3732,1827,1905
50,12,35,Florida,Flagler County,7,8,4291,2067,2224
50,12,35,Florida,Flagler County,7,9,4910,2339,2571
50,12,35,Florida,Flagler County,7,10,5192,2401,2791
50,12,35,Florida,Flagler County,7,11,5231,2390,2841
50,12,35,Florida,Flagler County,7,12,6280,2832,3448
50,12,35,Florida,Flagler County,7,13,6175,2935,3240
50,12,35,Florida,Flagler County,7,14,5919,2902,3017
50,12,35,Florida,Flagler County,7,15,4991,2523,2468
50,12,35,Florida,Flagler County,7,16,3924,1860,2064
50,12,35,Florida,Flagler County,7,17,2563,1253,1310
50,12,35,Florida,Flagler County,7,18,1525,585,940
50,12,35,Florida,Flagler County,7,99,77008,37172,39836
50,12,35,Florida,Flagler County,8,0,885,482,403
50,12,35,Florida,Flagler County,8,1,3239,1623,1616
50,12,35,Florida,Flagler County,8,2,4403,2256,2147
50,12,35,Florida,Flagler County,8,3,4923,2479,2444
50,12,35,Florida,Flagler County,8,4,4677,2506,2171
50,12,35,Florida,Flagler County,8,5,3444,1716,1728
50,12,35,Florida,Flagler County,8,6,3745,1827,1918
50,12,35,Florida,Flagler County,8,7,4083,2005,2078
50,12,35,Florida,Flagler County,8,8,4835,2357,2478
50,12,35,Florida,Flagler County,8,9,5418,2593,2825
50,12,35,Florida,Flagler County,8,10,5696,2668,3028
50,12,35,Florida,Flagler County,8,11,5784,2628,3156
50,12,35,Florida,Flagler County,8,12,6750,3007,3743
50,12,35,Florida,Flagler County,8,13,6555,3177,3378
50,12,35,Florida,Flagler County,8,14,6261,3088,3173
50,12,35,Florida,Flagler County,8,15,5263,2635,2628
50,12,35,Florida,Flagler County,8,16,4058,1942,2116
50,12,35,Florida,Flagler County,8,17,2589,1216,1373
50,12,35,Florida,Flagler County,8,18,1731,675,1056
50,12,35,Florida,Flagler County,8,99,84339,40880,43459
50,12,35,Florida,Flagler County,9,0,1113,560,553
50,12,35,Florida,Flagler County,9,1,3544,1802,1742
50,12,35,Florida,Flagler County,9,2,4867,2524,2343
50,12,35,Florida,Flagler County,9,3,5326,2692,2634
50,12,35,Florida,Flagler County,9,4,5115,2707,2408
50,12,35,Florida,Flagler County,9,5,3843,1924,1919
50,12,35,Florida,Flagler County,9,6,4244,2036,2208
50,12,35,Florida,Flagler County,9,7,4473,2195,2278
50,12,35,Florida,Flagler County,9,8,5178,2534,2644
50,12,35,Florida,Flagler County,9,9,5743,2756,2987
50,12,35,Florida,Flagler County,9,10,6011,2827,3184
50,12,35,Florida,Flagler County,9,11,6122,2755,3367
50,12,35,Florida,Flagler County,9,12,6812,3037,3775
50,12,35,Florida,Flagler County,9,13,7247,3444,3803
50,12,35,Florida,Flagler County,9,14,6701,3288,3413
50,12,35,Florida,Flagler County,9,15,5327,2688,2639
50,12,35,Florida,Flagler County,9,16,4207,2033,2174
50,12,35,Florida,Flagler County,9,17,2731,1243,1488
50,12,35,Florida,Flagler County,9,18,1912,756,1156
50,12,35,Florida,Flagler County,9,99,90516,43801,46715
50,12,35,Florida,Flagler County,10,0,1113,555,558
50,12,35,Florida,Flagler County,10,1,3812,1886,1926
50,12,35,Florida,Flagler County,10,2,5007,2538,2469
50,12,35,Florida,Flagler County,10,3,5498,2819,2679
50,12,35,Florida,Flagler County,10,4,5443,2853,2590
50,12,35,Florida,Flagler County,10,5,3917,1943,1974
50,12,35,Florida,Flagler County,10,6,4420,2121,2299
50,12,35,Florida,Flagler County,10,7,4653,2288,2365
50,12,35,Florida,Flagler County,10,8,5282,2570,2712
50,12,35,Florida,Flagler County,10,9,5755,2691,3064
50,12,35,Florida,Flagler County,10,10,6145,2889,3256
50,12,35,Florida,Flagler County,10,11,6369,2898,3471
50,12,35,Florida,Flagler County,10,12,6862,3053,3809
50,12,35,Florida,Flagler County,10,13,7463,3473,3990
50,12,35,Florida,Flagler County,10,14,7090,3443,3647
50,12,35,Florida,Flagler County,10,15,5538,2792,2746
50,12,35,Florida,Flagler County,10,16,4224,2053,2171
50,12,35,Florida,Flagler County,10,17,2932,1351,1581
50,12,35,Florida,Flagler County,10,18,2023,789,1234
50,12,35,Florida,Flagler County,10,99,93546,45005,48541
50,12,35,Florida,Flagler County,11,0,921,469,452
50,12,35,Florida,Flagler County,11,1,3923,2006,1917
50,12,35,Florida,Flagler County,11,2,5056,2539,2517
50,12,35,Florida,Flagler County,11,3,5543,2890,2653
50,12,35,Florida,Flagler County,11,4,5563,2905,2658
50,12,35,Florida,Flagler County,11,5,3856,1931,1925
50,12,35,Florida,Flagler County,11,6,4410,2102,2308
50,12,35,Florida,Flagler County,11,7,4612,2242,2370
50,12,35,Florida,Flagler County,11,8,5269,2559,2710
50,12,35,Florida,Flagler County,11,9,5655,2683,2972
50,12,35,Florida,Flagler County,11,10,6177,2875,3302
50,12,35,Florida,Flagler County,11,11,6449,2941,3508
50,12,35,Florida,Flagler County,11,12,6846,3072,3774
50,12,35,Florida,Flagler County,11,13,7699,3556,4143
50,12,35,Florida,Flagler County,11,14,7309,3542,3767
50,12,35,Florida,Flagler County,11,15,5888,2937,2951
50,12,35,Florida,Flagler County,11,16,4267,2093,2174
50,12,35,Florida,Flagler County,11,17,3011,1394,1617
50,12,35,Florida,Flagler County,11,18,2246,876,1370
50,12,35,Florida,Flagler County,11,99,94700,45612,49088
50,12,35,Florida,Flagler County,12,0,865,431,434
50,12,35,Florida,Flagler County,12,1,3901,2003,1898
50,12,35,Florida,Flagler County,12,2,5153,2598,2555
50,12,35,Florida,Flagler County,12,3,5571,2918,2653
50,12,35,Florida,Flagler County,12,4,5572,2868,2704
50,12,35,Florida,Flagler County,12,5,3959,1983,1976
50,12,35,Florida,Flagler County,12,6,4300,2059,2241
50,12,35,Florida,Flagler County,12,7,4711,2297,2414
50,12,35,Florida,Flagler County,12,8,5143,2458,2685
50,12,35,Florida,Flagler County,12,9,5620,2688,2932
50,12,35,Florida,Flagler County,12,10,6142,2864,3278
50,12,35,Florida,Flagler County,12,11,6529,2957,3572
50,12,35,Florida,Flagler County,12,12,6864,3058,3806
50,12,35,Florida,Flagler County,12,13,7961,3651,4310
50,12,35,Florida,Flagler County,12,14,7528,3660,3868
50,12,35,Florida,Flagler County,12,15,6065,3041,3024
50,12,35,Florida,Flagler County,12,16,4327,2105,2222
50,12,35,Florida,Flagler County,12,17,3078,1431,1647
50,12,35,Florida,Flagler County,12,18,2407,946,1461
50,12,35,Florida,Flagler County,12,99,95696,46016,49680
50,12,35,Florida,Flagler County,13,0,865,429,436
50,12,35,Florida,Flagler County,13,1,3900,2000,1900
50,12,35,Florida,Flagler County,13,2,5156,2600,2556
50,12,35,Florida,Flagler County,13,3,5578,2922,2656
50,12,35,Florida,Flagler County,13,4,5549,2854,2695
50,12,35,Florida,Flagler County,13,5,3982,1995,1987
50,12,35,Florida,Flagler County,13,6,4317,2069,2248
50,12,35,Florida,Flagler County,13,7,4750,2319,2431
50,12,35,Florida,Flagler County,13,8,5114,2441,2673
50,12,35,Florida,Flagler County,13,9,5614,2685,2929
50,12,35,Florida,Flagler County,13,10,6127,2859,3268
50,12,35,Florida,Flagler County,13,11,6541,2964,3577
50,12,35,Florida,Flagler County,13,12,6900,3073,3827
50,12,35,Florida,Flagler County,13,13,8040,3688,4352
50,12,35,Florida,Flagler County,13,14,7576,3681,3895
50,12,35,Florida,Flagler County,13,15,6093,3054,3039
50,12,35,Florida,Flagler County,13,16,4319,2100,2219
50,12,35,Florida,Flagler County,13,17,3081,1435,1646
50,12,35,Florida,Flagler County,13,18,2426,957,1469
50,12,35,Florida,Flagler County,13,99,95928,46125,49803
50,12,37,Florida,Franklin County,1,0,117,57,60
50,12,37,Florida,Franklin County,1,1,392,204,188
50,12,37,Florida,Franklin County,1,2,516,265,251
50,12,37,Florida,Franklin County,1,3,620,314,306
50,12,37,Florida,Franklin County,1,4,566,287,279
50,12,37,Florida,Franklin County,1,5,475,248,227
50,12,37,Florida,Franklin County,1,6,529,282,247
50,12,37,Florida,Franklin County,1,7,560,313,247
50,12,37,Florida,Franklin County,1,8,739,393,346
50,12,37,Florida,Franklin County,1,9,729,383,346
50,12,37,Florida,Franklin County,1,10,708,352,356
50,12,37,Florida,Franklin County,1,11,720,363,357
50,12,37,Florida,Franklin County,1,12,738,385,353
50,12,37,Florida,Franklin County,1,13,687,356,331
50,12,37,Florida,Franklin County,1,14,523,276,247
50,12,37,Florida,Franklin County,1,15,454,231,223
50,12,37,Florida,Franklin County,1,16,321,159,162
50,12,37,Florida,Franklin County,1,17,227,77,150
50,12,37,Florida,Franklin County,1,18,206,69,137
50,12,37,Florida,Franklin County,1,99,9827,5014,4813
50,12,37,Florida,Franklin County,2,0,117,57,60
50,12,37,Florida,Franklin County,2,1,392,204,188
50,12,37,Florida,Franklin County,2,2,515,265,250
50,12,37,Florida,Franklin County,2,3,619,313,306
50,12,37,Florida,Franklin County,2,4,565,287,278
50,12,37,Florida,Franklin County,2,5,477,249,228
50,12,37,Florida,Franklin County,2,6,524,280,244
50,12,37,Florida,Franklin County,2,7,559,313,246
50,12,37,Florida,Franklin County,2,8,737,393,344
50,12,37,Florida,Franklin County,2,9,728,382,346
50,12,37,Florida,Franklin County,2,10,711,353,358
